 POST        USINA       JAN       FEV       MAR       ABR       MAI       JUN       JUL       AGO       SET       OUT       NOV       DEZ
 XXXX XXXXXXXXXXXX XXXXXX.XX XXXXXX.XX XXXXXX.XX XXXXXX.XX XXXXXX.XX XXXXXX.XX XXXXXX.XX XXXXXX.XX XXXXXX.XX XXXXXX.XX XXXXXX.XX XXXXXX.XX
MESPLAN =    8     ANOPLAN = 2024
  198                  61.00     94.00     91.00     52.00     35.00     31.00     27.00     45.00     35.00     49.00     42.00     48.00
  199                 832.00   1047.00    983.00    638.00    365.00    312.00    265.00    305.00    277.00    515.00    463.00    459.00
  201                  28.00     22.00     21.00     10.00      7.00      6.00      6.00      8.00      7.00     12.00     11.00     10.00
  202                  13.00     10.00     10.00      5.00      3.00      3.00      3.00      4.00      3.00      6.00      5.00      5.00
  203                  41.00     32.00     31.00     15.00     11.00      8.00      8.00     11.00     10.00     17.00     16.00     15.00
  204                 789.00    693.00   1013.00   1893.00   2054.00   1462.00    924.00    499.00    266.00    142.00    100.00    259.00
  205                 138.00    180.00    198.00    186.00     72.00     52.00     36.00     34.00     30.00     26.00     33.00     70.00
  206                 244.00    240.00    358.00    328.00    155.00    116.00     89.00    118.00    112.00    153.00    147.00    185.00
  207                 245.00    241.00    356.00    334.00    156.00    117.00     90.00    118.00    113.00    153.00    148.00    185.00
  209                 441.00    503.00    560.00    574.00    254.00    170.00    128.00    124.00    110.00     93.00     99.00    205.00
  211                 297.00    334.00    339.00    211.00    133.00    114.00     94.00    141.00    124.00    149.00    187.00    205.00
  213                  18.00     25.00     13.00      9.00      6.00      4.00      3.00      9.00      7.00      6.00      5.00      9.00
  215                 351.00    183.00    195.00    191.00   1360.00    675.00    679.00    152.00    878.00   1505.00   1350.00    418.00
  216                 582.00    322.00    473.00    325.00   1107.00    648.00   1069.00    268.00    435.00   2075.00   2142.00    757.00
  217                1140.00    671.00    838.00    694.00   2930.00   1606.00   1926.00    566.00   1639.00   3988.00   4177.00   1431.00
  220                 105.00     85.00    104.00    166.00    505.00    235.00    193.00     75.00    264.00    518.00    678.00    216.00
  222                 928.00    791.00   1229.00   1257.00   2418.00   1426.00   2245.00   1243.00   1291.00   5571.00   5910.00   1730.00
  225                 379.00    476.00    511.00    376.00    187.00     75.00     40.00     25.00     20.00     31.00     76.00    213.00
  226                 161.00    167.00    170.00    161.00    151.00    147.00    145.00    143.00    143.00    145.00    148.00    154.00
  227                 718.00    981.00    959.00   1207.00    622.00    460.00    379.00    396.00    369.00    364.00    412.00    441.00
  228                 782.00   1063.00   1042.00   1326.00    688.00    505.00    415.00    433.00    405.00    399.00    448.00    480.00
  229                1561.00   3002.00   3129.00   3751.00   1881.00    964.00    641.00    638.00    591.00    515.00    584.00    744.00
  230                1563.00   3003.00   3149.00   3774.00   1910.00    972.00    645.00    640.00    593.00    518.00    582.00    742.00
  237                 466.00    448.00    400.00    204.00    186.00    165.00    197.00    187.00    213.00    567.00    379.00    340.00
  238                 510.00    490.00    449.00    246.00    203.00    188.00    220.00    220.00    242.00    621.00    434.00    404.00
  239                 597.00    574.00    540.00    326.00    236.00    231.00    265.00    283.00    301.00    730.00    546.00    514.00
  240                 629.00    621.00    594.00    376.00    253.00    271.00    295.00    344.00    353.00    772.00    601.00    588.00
  241                 119.00    135.00    159.00    265.00    124.00    105.00     93.00     94.00     91.00     96.00    102.00    107.00
  242                 641.00    638.00    616.00    397.00    259.00    289.00    306.00    367.00    376.00    788.00    622.00    618.00
  243                 637.00    647.00    640.00    447.00    255.00    315.00    314.00    374.00    394.00    776.00    620.00    651.00
  244                4804.00   5191.00   5875.00   6928.00   2959.00   2576.00   2181.00   2690.00   2576.00   3184.00   3050.00   3588.00
  245                5086.00   5507.00   6201.00   7420.00   3235.00   2832.00   2420.00   2967.00   2845.00   3427.00   3284.00   3855.00
  246                5663.00   6045.00   6575.00   8565.00   3810.00   3354.00   2898.00   3577.00   3527.00   3950.00   3837.00   4471.00
  247                 111.00    136.00    214.00    332.00    143.00    106.00     87.00     67.00     62.00     69.00     85.00     87.00
  248                 116.00    142.00    221.00    347.00    150.00    111.00     90.00     70.00     64.00     72.00     88.00     90.00
  249                 145.00    221.00    162.00    155.00    109.00    114.00    137.00    165.00    159.00    434.00    355.00    246.00
  251                 179.00    193.00    190.00    185.00     72.00     57.00     44.00     36.00     36.00     29.00     20.00     30.00
  252                  51.00     50.00     86.00    108.00     50.00     45.00     41.00     42.00     43.00     44.00     43.00     48.00
  253                1393.00   1910.00   1411.00   1172.00    435.00    264.00    200.00    171.00    156.00    133.00    184.00    444.00
  254                  60.00    244.00     91.00     78.00     69.00     66.00     31.00     24.00      8.00      4.00      9.00      1.00
  255                 286.00    518.00    193.00    101.00     35.00     28.00     23.00     15.00     31.00     32.00     39.00     32.00
  257                2262.00   3625.00   2729.00   2398.00    764.00    438.00    324.00    279.00    265.00    227.00    305.00    589.00
  258                 310.00    577.00    223.00    115.00     39.00     31.00     24.00     18.00     34.00     33.00     40.00     34.00
  259                  51.00     50.00     86.00    108.00     50.00     45.00     41.00     42.00     43.00     44.00     43.00     48.00
  260                  81.00     94.00    115.00    177.00     85.00     71.00     63.00     65.00     62.00     66.00     71.00     73.00
  261                 126.00    152.00    232.00    377.00    162.00    120.00     97.00     75.00     69.00     77.00     93.00     98.00
  262                  98.00     73.00     65.00     36.00     26.00     23.00     21.00     32.00     32.00     33.00     46.00     42.00
  263                 247.00    199.00    188.00     81.00     48.00     39.00     31.00     49.00     47.00     43.00     57.00     68.00
  265                  37.00     51.00     34.00     23.00     14.00     13.00     12.00     15.00     16.00     11.00     15.00     11.00
  266                8379.00   8217.00   8436.00  11219.00   5575.00   4864.00   4620.00   6360.00   6445.00   8205.00  11353.00   9348.00
