 IPER,ISIS,
 120,    1,    8281.7800,    8281.7800,    8281.7800,    8281.7800,    8281.7800,    8281.7800,    8281.7800,    8281.7800,    8281.7800,    8281.7800,
 120,    2,    5048.2000,    5048.2000,    5048.2000,    5048.2000,    5048.2000,    5048.2000,    5048.2000,    5048.2000,    5048.2000,    5048.2000,
 120,    3,    1480.3100,    1480.3100,    1480.3100,    1480.3100,    1480.3100,    1480.3100,    1480.3100,    1480.3100,    1480.3100,    1480.3100,
 120,    4,    3025.0500,    3025.0500,    3025.0500,    3025.0500,    3025.0500,    3025.0500,    3025.0500,    3025.0500,    3025.0500,    3025.0500,
 120,    5,   17821.9500,   17821.9500,   17821.9500,   17821.9500,   17821.9500,   17821.9500,   17821.9500,   17821.9500,   17821.9500,   17821.9500,
 120,    6,    1384.8900,    1384.8900,    1384.8900,    1384.8900,    1384.8900,    1384.8900,    1384.8900,    1384.8900,    1384.8900,    1384.8900,
 120,    7,    6978.5100,    6978.5100,    6978.5100,    6978.5100,    6978.5100,    6978.5100,    6978.5100,    6978.5100,    6978.5100,    6978.5100,
 120,    8,    3392.6100,    3392.6100,    3392.6100,    3392.6100,    3392.6100,    3392.6100,    3392.6100,    3392.6100,    3392.6100,    3392.6100,
 120,    9,    6410.2100,    6410.2100,    6410.2100,    6410.2100,    6410.2100,    6410.2100,    6410.2100,    6410.2100,    6410.2100,    6410.2100,
 120,   10,    4141.9900,    4141.9900,    4141.9900,    4141.9900,    4141.9900,    4141.9900,    4141.9900,    4141.9900,    4141.9900,    4141.9900,
 120,   11,    2174.4100,    2174.4100,    2174.4100,    2174.4100,    2174.4100,    2174.4100,    2174.4100,    2174.4100,    2174.4100,    2174.4100,
 120,   12,     578.1500,     578.1500,     578.1500,     578.1500,     578.1500,     578.1500,     578.1500,     578.1500,     578.1500,     578.1500,
 120,    1,   10336.2400,   10336.2400,   10336.2400,   10336.2400,   10336.2400,   10336.2400,   10336.2400,   10336.2400,   10336.2400,   10336.2400,
 120,    2,    7282.7400,    7282.7400,    7282.7400,    7282.7400,    7282.7400,    7282.7400,    7282.7400,    7282.7400,    7282.7400,    7282.7400,
 120,    3,    2657.3700,    2657.3700,    2657.3700,    2657.3700,    2657.3700,    2657.3700,    2657.3700,    2657.3700,    2657.3700,    2657.3700,
 120,    4,    2375.5800,    2375.5800,    2375.5800,    2375.5800,    2375.5800,    2375.5800,    2375.5800,    2375.5800,    2375.5800,    2375.5800,
 120,    5,   19210.3200,   19210.3200,   19210.3200,   19210.3200,   19210.3200,   19210.3200,   19210.3200,   19210.3200,   19210.3200,   19210.3200,
 120,    6,    1654.4100,    1654.4100,    1654.4100,    1654.4100,    1654.4100,    1654.4100,    1654.4100,    1654.4100,    1654.4100,    1654.4100,
 120,    7,    4153.5900,    4153.5900,    4153.5900,    4153.5900,    4153.5900,    4153.5900,    4153.5900,    4153.5900,    4153.5900,    4153.5900,
 120,    8,    3032.5600,    3032.5600,    3032.5600,    3032.5600,    3032.5600,    3032.5600,    3032.5600,    3032.5600,    3032.5600,    3032.5600,
 120,    9,    9634.4400,    9634.4400,    9634.4400,    9634.4400,    9634.4400,    9634.4400,    9634.4400,    9634.4400,    9634.4400,    9634.4400,
 120,   10,   10364.3400,   10364.3400,   10364.3400,   10364.3400,   10364.3400,   10364.3400,   10364.3400,   10364.3400,   10364.3400,   10364.3400,
 120,   11,    6114.0600,    6114.0600,    6114.0600,    6114.0600,    6114.0600,    6114.0600,    6114.0600,    6114.0600,    6114.0600,    6114.0600,
 120,   12,     515.2600,     515.2600,     515.2600,     515.2600,     515.2600,     515.2600,     515.2600,     515.2600,     515.2600,     515.2600,
 120,    1,    8183.5000,    8183.5000,    8183.5000,    8183.5000,    8183.5000,    8183.5000,    8183.5000,    8183.5000,    8183.5000,    8183.5000,
 120,    2,    9824.6600,    9824.6600,    9824.6600,    9824.6600,    9824.6600,    9824.6600,    9824.6600,    9824.6600,    9824.6600,    9824.6600,
 120,    3,    2744.9500,    2744.9500,    2744.9500,    2744.9500,    2744.9500,    2744.9500,    2744.9500,    2744.9500,    2744.9500,    2744.9500,
 120,    4,    2032.4100,    2032.4100,    2032.4100,    2032.4100,    2032.4100,    2032.4100,    2032.4100,    2032.4100,    2032.4100,    2032.4100,
 120,    5,   21707.6500,   21707.6500,   21707.6500,   21707.6500,   21707.6500,   21707.6500,   21707.6500,   21707.6500,   21707.6500,   21707.6500,
 120,    6,    1336.7400,    1336.7400,    1336.7400,    1336.7400,    1336.7400,    1336.7400,    1336.7400,    1336.7400,    1336.7400,    1336.7400,
 120,    7,    5471.7900,    5471.7900,    5471.7900,    5471.7900,    5471.7900,    5471.7900,    5471.7900,    5471.7900,    5471.7900,    5471.7900,
 120,    8,    4257.6500,    4257.6500,    4257.6500,    4257.6500,    4257.6500,    4257.6500,    4257.6500,    4257.6500,    4257.6500,    4257.6500,
 120,    9,    8608.2200,    8608.2200,    8608.2200,    8608.2200,    8608.2200,    8608.2200,    8608.2200,    8608.2200,    8608.2200,    8608.2200,
 120,   10,   11833.7000,   11833.7000,   11833.7000,   11833.7000,   11833.7000,   11833.7000,   11833.7000,   11833.7000,   11833.7000,   11833.7000,
 120,   11,    7077.9700,    7077.9700,    7077.9700,    7077.9700,    7077.9700,    7077.9700,    7077.9700,    7077.9700,    7077.9700,    7077.9700,
 120,   12,     773.3400,     773.3400,     773.3400,     773.3400,     773.3400,     773.3400,     773.3400,     773.3400,     773.3400,     773.3400,
 120,    1,    6544.1400,    6544.1400,    6544.1400,    6544.1400,    6544.1400,    6544.1400,    6544.1400,    6544.1400,    6544.1400,    6544.1400,
 120,    2,    7770.4400,    7770.4400,    7770.4400,    7770.4400,    7770.4400,    7770.4400,    7770.4400,    7770.4400,    7770.4400,    7770.4400,
 120,    3,    3320.3000,    3320.3000,    3320.3000,    3320.3000,    3320.3000,    3320.3000,    3320.3000,    3320.3000,    3320.3000,    3320.3000,
 120,    4,    3831.2600,    3831.2600,    3831.2600,    3831.2600,    3831.2600,    3831.2600,    3831.2600,    3831.2600,    3831.2600,    3831.2600,
 120,    5,   23389.3700,   23389.3700,   23389.3700,   23389.3700,   23389.3700,   23389.3700,   23389.3700,   23389.3700,   23389.3700,   23389.3700,
 120,    6,    1280.3100,    1280.3100,    1280.3100,    1280.3100,    1280.3100,    1280.3100,    1280.3100,    1280.3100,    1280.3100,    1280.3100,
 120,    7,    5636.4300,    5636.4300,    5636.4300,    5636.4300,    5636.4300,    5636.4300,    5636.4300,    5636.4300,    5636.4300,    5636.4300,
 120,    8,    3920.9500,    3920.9500,    3920.9500,    3920.9500,    3920.9500,    3920.9500,    3920.9500,    3920.9500,    3920.9500,    3920.9500,
 120,    9,    8077.4100,    8077.4100,    8077.4100,    8077.4100,    8077.4100,    8077.4100,    8077.4100,    8077.4100,    8077.4100,    8077.4100,
 120,   10,   13718.6700,   13718.6700,   13718.6700,   13718.6700,   13718.6700,   13718.6700,   13718.6700,   13718.6700,   13718.6700,   13718.6700,
 120,   11,    8565.5500,    8565.5500,    8565.5500,    8565.5500,    8565.5500,    8565.5500,    8565.5500,    8565.5500,    8565.5500,    8565.5500,
 120,   12,    1442.7000,    1442.7000,    1442.7000,    1442.7000,    1442.7000,    1442.7000,    1442.7000,    1442.7000,    1442.7000,    1442.7000,
 120,    1,    3025.8800,    3025.8800,    3025.8800,    3025.8800,    3025.8800,    3025.8800,    3025.8800,    3025.8800,    3025.8800,    3025.8800,
 120,    2,    5651.0000,    5651.0000,    5651.0000,    5651.0000,    5651.0000,    5651.0000,    5651.0000,    5651.0000,    5651.0000,    5651.0000,
 120,    3,    1677.8300,    1677.8300,    1677.8300,    1677.8300,    1677.8300,    1677.8300,    1677.8300,    1677.8300,    1677.8300,    1677.8300,
 120,    4,    2293.6300,    2293.6300,    2293.6300,    2293.6300,    2293.6300,    2293.6300,    2293.6300,    2293.6300,    2293.6300,    2293.6300,
 120,    5,   10265.4000,   10265.4000,   10265.4000,   10265.4000,   10265.4000,   10265.4000,   10265.4000,   10265.4000,   10265.4000,   10265.4000,
 120,    6,     889.1200,     889.1200,     889.1200,     889.1200,     889.1200,     889.1200,     889.1200,     889.1200,     889.1200,     889.1200,
 120,    7,   22654.7200,   22654.7200,   22654.7200,   22654.7200,   22654.7200,   22654.7200,   22654.7200,   22654.7200,   22654.7200,   22654.7200,
 120,    8,    6988.0200,    6988.0200,    6988.0200,    6988.0200,    6988.0200,    6988.0200,    6988.0200,    6988.0200,    6988.0200,    6988.0200,
 120,    9,    3015.2400,    3015.2400,    3015.2400,    3015.2400,    3015.2400,    3015.2400,    3015.2400,    3015.2400,    3015.2400,    3015.2400,
 120,   10,    6719.3000,    6719.3000,    6719.3000,    6719.3000,    6719.3000,    6719.3000,    6719.3000,    6719.3000,    6719.3000,    6719.3000,
 120,   11,    7412.2300,    7412.2300,    7412.2300,    7412.2300,    7412.2300,    7412.2300,    7412.2300,    7412.2300,    7412.2300,    7412.2300,
 120,   12,    1754.9700,    1754.9700,    1754.9700,    1754.9700,    1754.9700,    1754.9700,    1754.9700,    1754.9700,    1754.9700,    1754.9700,
 120,    1,    2276.4300,    2276.4300,    2276.4300,    2276.4300,    2276.4300,    2276.4300,    2276.4300,    2276.4300,    2276.4300,    2276.4300,
 120,    2,    3436.0100,    3436.0100,    3436.0100,    3436.0100,    3436.0100,    3436.0100,    3436.0100,    3436.0100,    3436.0100,    3436.0100,
 120,    3,     924.3300,     924.3300,     924.3300,     924.3300,     924.3300,     924.3300,     924.3300,     924.3300,     924.3300,     924.3300,
 120,    4,    1972.9900,    1972.9900,    1972.9900,    1972.9900,    1972.9900,    1972.9900,    1972.9900,    1972.9900,    1972.9900,    1972.9900,
 120,    5,    8684.3100,    8684.3100,    8684.3100,    8684.3100,    8684.3100,    8684.3100,    8684.3100,    8684.3100,    8684.3100,    8684.3100,
 120,    6,     867.3400,     867.3400,     867.3400,     867.3400,     867.3400,     867.3400,     867.3400,     867.3400,     867.3400,     867.3400,
 120,    7,   11617.7900,   11617.7900,   11617.7900,   11617.7900,   11617.7900,   11617.7900,   11617.7900,   11617.7900,   11617.7900,   11617.7900,
 120,    8,    4564.3800,    4564.3800,    4564.3800,    4564.3800,    4564.3800,    4564.3800,    4564.3800,    4564.3800,    4564.3800,    4564.3800,
 120,    9,    1840.4200,    1840.4200,    1840.4200,    1840.4200,    1840.4200,    1840.4200,    1840.4200,    1840.4200,    1840.4200,    1840.4200,
 120,   10,    2404.9400,    2404.9400,    2404.9400,    2404.9400,    2404.9400,    2404.9400,    2404.9400,    2404.9400,    2404.9400,    2404.9400,
