***********************************************************************
*                                                                     *
*            CEPEL - CENTRO DE PESQUISAS DE ENERGIA ELETRICA          *
*  CEPEL: NEWAVE     - Versao FPHA_NEWAVE                             *
*                                                                     *
***********************************************************************


____________________________________________________________________

 PMO - AGOSTO - 2024 - sombra Hibrido - NW Versao 29.4                           
____________________________________________________________________

----------------------------
Cortes da Evaporacao linear.                                                    
----------------------------
-----------------------------------------------------------------------------------------
IPER;       Indice do periodo                                                                                                                                                                           
USIH;       Numero de cadastro da usina hidroeletrica                                                                                                                                                   
NomeUsih;   Nome de cadastro da usina hidroeletrica                                                                                                                                                     
Der. Area;  Derivada do polinomio Area X Cota pela Cota.                                                                                                                                                
Der. Cota;  Derivada do polinomio Cota X Volume pelo Volume.                                                                                                                                            
Vol. Ref.;  Volume de referencia para a montagem da equacao linear para a evaporacao                                                                                                                    
Evap. Ref.; Evaporacao de referencia para a montagem da equacao linear para a evaporacao.                                                                                                               
Coef. Vol.; Coeficiente para o volume na equacao de evaporacao linear.                                                                                                                                  
Rhs. Vol.;  RHS da equacao de evaporacao linear.                                                                                                                                                        
-----------------------------------------------------------------------------------------

@Tabela
-----;-----;--------------;----------------------;----------------------;-----------;-----------;-----------------;------------;
IPER ;USIH ;   NomeUsih   ;      Der. Area       ;      Der. Cota       ; Vol. Ref. ;Evap. Ref. ;   Coef. Vol.    ; Rhs. Vol.  ;
  -  ;  -  ;      -       ;        km2/m         ;        m/hm3         ;    HM3    ;    HM3    ;      1/hm3      ;    hm3     ;
-----;-----;--------------;----------------------;----------------------;-----------;-----------;-----------------;------------;
  62 ; 098 ; MONTE CLARO  ;         0.0000000000 ;         0.0000000000 ;    11.35  ;     0.03  ;    0.0000000000 ;     0.0312 ;
  62 ; 099 ; 14 DE JULHO  ;         0.0000000000 ;         0.0000000000 ;    55.42  ;     0.13  ;    0.0000000000 ;     0.1347 ;
  62 ; 110 ; ERNESTINA    ;         5.1198936867 ;         0.0215038088 ;   140.00  ;     0.25  ;    0.0004954375 ;     0.1300 ;
  62 ; 111 ; PASSO REAL   ;         7.5903248444 ;         0.0062442752 ;  1967.50  ;    -6.24  ;   -0.0009716196 ;    -2.9740 ;
  62 ; 112 ; JACUI        ;         0.0000000000 ;         0.0000000000 ;    19.60  ;     0.10  ;    0.0000000000 ;     0.1008 ;
  62 ; 113 ; ITAUBA       ;         0.0000000000 ;         0.0000000000 ;   594.90  ;    -0.75  ;    0.0000000000 ;    -0.7480 ;
  62 ; 114 ; D. FRANCISCA ;         0.0000000000 ;         0.0000000000 ;   320.41  ;    -0.91  ;    0.0000000000 ;    -0.9072 ;
  62 ; 115 ; G.P. SOUZA   ;         0.5616727993 ;         0.1222814588 ;   101.00  ;     0.12  ;    0.0005494574 ;     0.0389 ;
  62 ; 215 ; SALTO PILAO  ;         0.0000000000 ;         0.0000000000 ;     0.28  ;     0.00  ;    0.0000000000 ;     0.0022 ;
  62 ; 073 ; JORDAO       ;         0.0000000000 ;         0.3199999928 ;    97.50  ;     0.03  ;    0.0000000000 ;     0.0280 ;
  62 ; 076 ; SEGREDO      ;         1.3924116413 ;         0.0130980989 ;  2756.00  ;     2.01  ;    0.0002370933 ;     1.9168 ;
  62 ; 077 ; SLT.SANTIAGO ;         3.4354584971 ;         0.0058434615 ;  4718.50  ;     4.56  ;    0.0002710121 ;     3.4468 ;
  62 ; 078 ; SALTO OSORIO ;         0.0000000000 ;         0.0000000000 ;  1090.90  ;     1.51  ;    0.0000000000 ;     1.5120 ;
  62 ; 082 ; SALTO CAXIAS ;         0.0000000000 ;         0.0000000000 ;  3472.49  ;     3.68  ;    0.0000000000 ;     3.6772 ;
  62 ; 169 ; SOBRADINHO   ;       293.1382002506 ;         0.0003409140 ; 19781.50  ;   303.67  ;    0.0054464532 ;   147.5281 ;
  62 ; 172 ; ITAPARICA    ;        41.4330468420 ;         0.0014443641 ;  9008.00  ;    63.08  ;    0.0026331539 ;    53.7383 ;
  62 ; 176 ; COMP PAF-MOX ;         0.0000000000 ;         0.0000000000 ;  1212.00  ;    18.74  ;    0.0000000000 ;    18.7440 ;
  62 ; 178 ; XINGO        ;         0.0000000000 ;         0.0000000000 ;  3773.00  ;     5.28  ;    0.0000000000 ;     5.2800 ;
  62 ; 294 ; FICT.QUEIMAD ;         2.8833206884 ;         0.0312876246 ;   326.12  ;     0.14  ;    0.0001804245 ;     0.0519 ;
  62 ; 295 ; FICT.TRES MA ;        31.4633492301 ;         0.0013346488 ; 11889.00  ;    -1.44  ;   -0.0000419925 ;    -0.7939 ;
  62 ; 308 ; FICT.RETIRO  ;         3.4001211534 ;         0.0489356309 ;   221.15  ;    -0.30  ;   -0.0011647095 ;    -0.2508 ;
  62 ; 154 ; ITAPEBI      ;         0.0000000000 ;         0.0000000000 ;  1613.07  ;    -1.54  ;    0.0000000000 ;    -1.5395 ;
  62 ; 298 ; FICT.IRAPE   ;         2.1079490813 ;         0.0099372161 ;  4115.93  ;     0.30  ;    0.0000314207 ;     0.1847 ;
  62 ; 189 ; P. CAVALO    ;         3.7593060666 ;         0.0089302412 ;  2663.00  ;    -1.56  ;   -0.0002350006 ;    -1.3370 ;
  62 ; 190 ; B. ESPERANCA ;        16.0570709609 ;         0.0031498043 ;  4129.00  ;    19.31  ;    0.0015172989 ;    16.4074 ;
  62 ; 204 ; CACH.CALDEIR ;         0.0000000000 ;         0.0000000000 ;   225.34  ;     1.78  ;    0.0000000000 ;     1.7769 ;
  62 ; 267 ; ESTREITO TOC ;         0.0000000000 ;         0.0000000000 ;  4944.50  ;     2.95  ;    0.0000000000 ;     2.9500 ;
  62 ; 275 ; TUCURUI      ;       106.0913177178 ;         0.0004736877 ; 30784.00  ;    10.45  ;    0.0001256354 ;     5.5530 ;
  62 ; 277 ; BALBINA      ;       194.8313524008 ;         0.0004718663 ; 14859.06  ;    65.74  ;    0.0014249824 ;    51.0731 ;
  62 ; 280 ; COARACY NUNE ;         0.0000000000 ;         0.0000000000 ;   135.38  ;     1.13  ;    0.0000000000 ;     1.1280 ;
  62 ; 284 ; FERREIRA GOM ;         0.0000000000 ;         0.0000000000 ;   123.31  ;     0.70  ;    0.0000000000 ;     0.6970 ;
  62 ; 286 ; STO ANT JARI ;         0.0000000000 ;         0.0000000000 ;   133.09  ;     1.30  ;    0.0000000000 ;     1.2982 ;
  62 ; 291 ; FICT.SERRA M ;        29.4435656801 ;         0.0012264794 ; 23043.75  ;     6.88  ;    0.0001444477 ;     3.4400 ;
  62 ; 292 ; FICT.CANA BR ;         0.0000000000 ;         0.0000000000 ;  2237.79  ;     1.11  ;    0.0000000000 ;     1.1096 ;
  62 ; 302 ; FICT.LAJEADO ;         0.0000000000 ;         0.0000000000 ;  5003.06  ;     4.38  ;    0.0000000000 ;     4.3820 ;
  62 ; 303 ; FICT.PEIXE A ;        29.1215800594 ;         0.0038346431 ;  2476.85  ;     1.59  ;    0.0003350126 ;     1.4082 ;
  62 ; 306 ; FICT.SAO SAL ;         0.0000000000 ;         0.0000000000 ;   936.28  ;     0.73  ;    0.0000000000 ;     0.7280 ;
  62 ; 314 ; PIMENTAL     ;         0.0000000000 ;         0.0000000000 ;  2276.29  ;     0.00  ;    0.0000000000 ;     0.0000 ;
  62 ; 272 ; CURUA-UNA    ;        10.7935080385 ;         0.0137812030 ;   367.50  ;     0.72  ;    0.0007437376 ;     0.3757 ;
  62 ; 288 ; BELO MONTE   ;         0.0000000000 ;         0.0000000000 ;  2276.29  ;     6.20  ;    0.0000000000 ;     6.2015 ;
  63 ; 004 ; FUNIL-GRANDE ;         0.0000000000 ;         0.0000000000 ;   265.86  ;     1.17  ;    0.0000000000 ;     1.1690 ;
  63 ; 020 ; BATALHA      ;         5.8940005919 ;         0.0101846664 ;  1105.83  ;     2.35  ;    0.0006903269 ;     1.4210 ;
  63 ; 021 ; SERRA FACAO  ;         5.2241999571 ;         0.0060560175 ;  3475.50  ;     3.14  ;    0.0003163785 ;     2.0543 ;
  63 ; 027 ; CAPIM BRANC1 ;         0.9244795913 ;         0.0586900982 ;   234.70  ;     0.56  ;    0.0004883202 ;     0.5562 ;
  63 ; 028 ; CAPIM BRANC2 ;         0.0000000000 ;         0.0000000000 ;   867.55  ;     0.98  ;    0.0000000000 ;     0.9767 ;
  63 ; 029 ; CORUMBA IV   ;         5.7629394348 ;         0.0072726664 ;  3322.30  ;     2.90  ;    0.0003981634 ;     2.5940 ;
  63 ; 048 ; PIRAJU       ;         0.0000000000 ;         0.0000000000 ;   105.42  ;     0.56  ;    0.0000000000 ;     0.5610 ;
  63 ; 066 ; ITAIPU       ;         0.0000000000 ;         0.0000000000 ; 27914.01  ;    66.22  ;    0.0000000000 ;    66.2224 ;
  63 ; 131 ; NILO PECANHA ;         0.0000000000 ;         0.0000000000 ;     9.00  ;     0.00  ;    0.0000000000 ;     0.0000 ;
  63 ; 132 ; FONTES       ;         0.0000000000 ;         0.0000000000 ;   393.81  ;     0.00  ;    0.0000000000 ;     0.0000 ;
  63 ; 141 ; BAGUARI      ;         0.0000000000 ;         0.0000000000 ;    32.46  ;     0.47  ;    0.0000000000 ;     0.4720 ;
  63 ; 153 ; SAO DOMINGOS ;         0.0000000000 ;         0.0000000000 ;   131.30  ;     0.47  ;    0.0000000000 ;     0.4731 ;
  63 ; 155 ; RETIRO BAIXO ;         3.4001211534 ;         0.0489356309 ;   221.15  ;     0.19  ;    0.0007487418 ;     0.1612 ;
  63 ; 156 ; TRES MARIAS  ;        31.4633492301 ;         0.0013346488 ; 11889.00  ;    20.10  ;    0.0005878953 ;    11.1152 ;
  63 ; 162 ; QUEIMADO     ;         2.8833206884 ;         0.0312876246 ;   326.12  ;     0.71  ;    0.0009472287 ;     0.2725 ;
  63 ; 195 ; JAURU        ;         0.0000000000 ;         0.0000000000 ;    16.92  ;     0.06  ;    0.0000000000 ;     0.0577 ;
  63 ; 196 ; GUAPORE      ;         0.0000000000 ;         0.0000000000 ;    22.46  ;     0.07  ;    0.0000000000 ;     0.0656 ;
  63 ; 203 ; CORUMBA III  ;         3.5565114752 ;         0.0144885689 ;   840.50  ;     1.24  ;    0.0004895232 ;     1.1091 ;
  63 ; 227 ; SINOP        ;        21.5870189741 ;         0.0046111670 ;  2041.80  ;    12.78  ;    0.0012442669 ;    10.2228 ;
  63 ; 228 ; COLIDER      ;         0.0000000000 ;         0.0000000000 ;  1495.39  ;     1.50  ;    0.0000000000 ;     1.4990 ;
  63 ; 229 ; TELES PIRES  ;         0.0000000000 ;         0.0000000000 ;   961.11  ;     6.12  ;    0.0000000000 ;     6.1162 ;
  63 ; 230 ; SAO MANOEL   ;         0.0000000000 ;         0.0000000000 ;   566.12  ;     4.44  ;    0.0000000000 ;     4.4379 ;
  63 ; 241 ; SLT VERDINHO ;         0.0000000000 ;         0.0000000000 ;   392.58  ;     0.99  ;    0.0000000000 ;     0.9868 ;
  63 ; 249 ; OURINHOS     ;         0.0000000000 ;         0.0000000000 ;    20.86  ;     0.18  ;    0.0000000000 ;     0.1819 ;
  63 ; 251 ; SERRA MESA   ;        36.6920779978 ;         0.0008515170 ; 32775.00  ;    19.04  ;    0.0002499514 ;     8.2300 ;
  63 ; 252 ; CANA BRAVA   ;         0.0000000000 ;         0.0000000000 ;  2237.79  ;     2.50  ;    0.0000000000 ;     2.4966 ;
  63 ; 253 ; SAO SALVADOR ;         0.0000000000 ;         0.0000000000 ;   936.28  ;     1.56  ;    0.0000000000 ;     1.5600 ;
  63 ; 257 ; PEIXE ANGIC  ;        29.1215800594 ;         0.0038346431 ;  2476.85  ;     2.91  ;    0.0006141898 ;     2.5818 ;
  63 ; 261 ; LAJEADO      ;         0.0000000000 ;         0.0000000000 ;  5003.06  ;     5.63  ;    0.0000000000 ;     5.6340 ;
  63 ; 262 ; SALTO        ;         0.0000000000 ;         0.0000000000 ;   820.42  ;     1.39  ;    0.0000000000 ;     1.3855 ;
  63 ; 276 ; RONDON II    ;         6.6845410819 ;         0.0147589831 ;   335.23  ;     0.42  ;    0.0003452996 ;     0.3211 ;
  63 ; 281 ; PONTE PEDRA  ;         0.0000000000 ;         0.0000000000 ;    92.56  ;     0.38  ;    0.0000000000 ;     0.3820 ;
  63 ; 285 ; JIRAU        ;         0.0000000000 ;         0.0000000000 ;  2746.70  ;   -28.89  ;    0.0000000000 ;   -28.8909 ;
  63 ; 287 ; STO ANTONIO  ;         0.0000000000 ;         0.0000000000 ;  2282.80  ;   -27.21  ;    0.0000000000 ;   -27.2099 ;
  63 ; 290 ; ESPORA       ;         2.4223106383 ;         0.0375607731 ;   140.00  ;     0.61  ;    0.0010918063 ;     0.4558 ;
  63 ; 304 ; ITIQUIRA I   ;         0.0000000000 ;         0.0000000000 ;     4.99  ;     0.03  ;    0.0000000000 ;     0.0294 ;
  63 ; 305 ; ITIQUIRA II  ;         0.0000000000 ;         0.0000000000 ;     1.00  ;     0.00  ;    0.0000000000 ;     0.0014 ;
  63 ; 309 ; JURUENA      ;         0.0000000000 ;         0.0000000000 ;     2.93  ;     0.01  ;    0.0000000000 ;     0.0122 ;
  63 ; 310 ; DARDANELOS   ;         0.0000000000 ;         0.0000000000 ;     0.89  ;     0.00  ;    0.0000000000 ;     0.0043 ;
  63 ; 311 ; CACU         ;         0.8232674903 ;         0.0630606456 ;   211.60  ;     0.33  ;    0.0005451157 ;     0.3158 ;
  63 ; 312 ; B. COQUEIROS ;         0.0000000000 ;         0.0000000000 ;   321.43  ;     0.58  ;    0.0000000000 ;     0.5757 ;
  63 ; 315 ; FOZ R. CLARO ;         0.0000000000 ;         0.0000000000 ;    96.72  ;     0.02  ;    0.0000000000 ;     0.0231 ;
  63 ; 319 ; FICT.MAUA    ;         2.0600012130 ;         0.0134065382 ;  1805.00  ;     0.98  ;    0.0001795137 ;     0.8586 ;
  63 ; 117 ; GUARAPIRANGA ;         2.4982024277 ;         0.0438224963 ;    95.37  ;     0.76  ;    0.0018611169 ;     0.4073 ;
  63 ; 118 ; BILLINGS     ;         6.7793046992 ;         0.0103445431 ;   566.82  ;     2.96  ;    0.0012272542 ;     1.5732 ;
  63 ; 119 ; HENRY BORDEN ;         0.0000000000 ;         0.0000000000 ;     0.46  ;     0.00  ;    0.0000000000 ;     0.0000 ;
  63 ; 120 ; JAGUARI      ;         1.4993524354 ;         0.0237244119 ;   839.50  ;     0.04  ;    0.0000177856 ;     0.0276 ;
  63 ; 121 ; PARAIBUNA    ;         4.1064655618 ;         0.0070834859 ;  3414.00  ;     0.28  ;    0.0000290881 ;     0.2040 ;
  63 ; 122 ; SANTA BRANCA ;         1.0790113542 ;         0.0553053826 ;   285.00  ;     0.25  ;    0.0003878884 ;     0.1293 ;
  63 ; 123 ; FUNIL        ;         1.1211789397 ;         0.0334898327 ;   585.50  ;    -0.32  ;   -0.0002065145 ;    -0.1975 ;
  63 ; 124 ; LAJES        ;         0.0000000000 ;         0.0465029191 ;   222.68  ;    -0.12  ;    0.0000000000 ;    -0.1200 ;
  63 ; 126 ; PICADA       ;         0.0000000000 ;         0.0000000000 ;     6.85  ;     0.00  ;    0.0000000000 ;     0.0043 ;
  63 ; 127 ; SOBRAGI      ;         0.0000000000 ;         0.0000000000 ;     0.09  ;     0.00  ;    0.0000000000 ;    -0.0003 ;
  63 ; 129 ; SIMPLICIO    ;         0.0000000000 ;         0.0000000000 ;    13.45  ;    -0.08  ;    0.0000000000 ;    -0.0795 ;
  63 ; 130 ; ILHA POMBOS  ;         0.0000000000 ;         0.0000000000 ;     5.79  ;     0.14  ;    0.0000000000 ;     0.1440 ;
  63 ; 133 ; P. PASSOS    ;         0.0000000000 ;         0.0000000000 ;    16.26  ;    -0.01  ;    0.0000000000 ;    -0.0110 ;
  63 ; 185 ; BARRA BRAUNA ;         0.0000000000 ;         0.0000000000 ;    34.00  ;     0.27  ;    0.0000000000 ;     0.2666 ;
  63 ; 134 ; SALTO GRANDE ;         0.0000000000 ;         0.0000000000 ;    67.86  ;     0.06  ;    0.0000000000 ;     0.0638 ;
  63 ; 135 ; P. ESTRELA   ;         0.1222219020 ;         0.2717388868 ;    72.50  ;     0.05  ;    0.0002324871 ;     0.0434 ;
  63 ; 139 ; CANDONGA     ;         0.0000000000 ;         0.0000000000 ;    29.75  ;     0.02  ;    0.0000000000 ;     0.0159 ;
  63 ; 143 ; AIMORES      ;         0.0000000000 ;         0.0000000000 ;   179.25  ;     0.77  ;    0.0000000000 ;     0.7683 ;
  63 ; 144 ; MASCARENHAS  ;         0.0000000000 ;         0.0000000000 ;    21.68  ;    -0.03  ;    0.0000000000 ;    -0.0273 ;
  63 ; 145 ; SUICA        ;         0.0000000000 ;         0.0000000000 ;     0.35  ;     0.00  ;    0.0000000000 ;     0.0040 ;
  63 ; 192 ; GUILMAN-AMOR ;         0.0000000000 ;         0.0000000000 ;    11.33  ;     0.00  ;    0.0000000000 ;     0.0040 ;
  63 ; 193 ; SA CARVALHO  ;         0.0000000000 ;         0.0000000000 ;     1.53  ;     0.00  ;    0.0000000000 ;     0.0046 ;
  63 ; 217 ; ROSAL        ;         0.0000000000 ;         0.0000000000 ;    17.19  ;     0.06  ;    0.0000000000 ;     0.0550 ;
  63 ; 279 ; SAMUEL       ;        71.6445511158 ;         0.0024231160 ;  2218.33  ;     3.26  ;    0.0006944122 ;     1.4925 ;
  63 ; 148 ; IRAPE        ;         2.1079490813 ;         0.0099372161 ;  4115.93  ;     2.91  ;    0.0003037336 ;     1.7850 ;
  63 ; 283 ; STA CLARA MG ;         0.0000000000 ;         0.0000000000 ;   148.40  ;     0.23  ;    0.0000000000 ;     0.2280 ;
  63 ; 001 ; CAMARGOS     ;         3.6059576891 ;         0.0181296041 ;   456.00  ;     1.56  ;    0.0009479315 ;     0.9257 ;
  63 ; 002 ; ITUTINGA     ;         0.0000000000 ;         0.0000000000 ;    10.64  ;     0.05  ;    0.0000000000 ;     0.0496 ;
  63 ; 006 ; FURNAS       ;        52.9171960114 ;         0.0009483728 ; 14341.50  ;    26.19  ;    0.0006273153 ;    15.3906 ;
  63 ; 007 ; M. DE MORAES ;         9.5047621539 ;         0.0051566642 ;  2790.00  ;     3.88  ;    0.0004656222 ;     2.7180 ;
  63 ; 008 ; ESTREITO     ;         0.0000000000 ;         0.0000000000 ;  1331.40  ;     0.84  ;    0.0000000000 ;     0.8375 ;
  63 ; 009 ; JAGUARA      ;         0.0000000000 ;         0.0000000000 ;   418.20  ;     0.68  ;    0.0000000000 ;     0.6780 ;
  63 ; 010 ; IGARAPAVA    ;         0.0000000000 ;         0.0000000000 ;   234.83  ;     1.25  ;    0.0000000000 ;     1.2480 ;
  63 ; 011 ; VOLTA GRANDE ;         0.0000000000 ;         0.0000000000 ;  2200.40  ;     4.84  ;    0.0000000000 ;     4.8384 ;
  63 ; 012 ; P. COLOMBIA  ;         0.0000000000 ;         0.0000000000 ;  1420.84  ;     3.89  ;    0.0000000000 ;     3.8853 ;
  63 ; 014 ; CACONDE      ;         1.0142200769 ;         0.0465772555 ;   303.00  ;     0.72  ;    0.0008266928 ;     0.3064 ;
  63 ; 015 ; E. DA CUNHA  ;         0.0000000000 ;         0.0000000000 ;    12.79  ;     0.03  ;    0.0000000000 ;     0.0268 ;
  63 ; 016 ; A.S.OLIVEIRA ;         0.0000000000 ;         0.0000000000 ;    22.75  ;     0.06  ;    0.0000000000 ;     0.0648 ;
  63 ; 017 ; MARIMBONDO   ;        17.7957914518 ;         0.0032533947 ;  3520.00  ;     9.16  ;    0.0008684510 ;     4.5908 ;
  63 ; 018 ; A. VERMELHA  ;        24.9762414715 ;         0.0018847878 ;  8440.50  ;    15.78  ;    0.0007061237 ;    12.1306 ;
  63 ; 034 ; I. SOLTEIRA  ;        39.2787702310 ;         0.0009090360 ; 18311.81  ;    41.99  ;    0.0006784105 ;    38.2642 ;
  63 ; 024 ; EMBORCACAO   ;         7.8310016499 ;         0.0031850576 ; 11197.00  ;     5.11  ;    0.0001995375 ;     2.5047 ;
  63 ; 025 ; NOVA PONTE   ;         8.5407091696 ;         0.0033108594 ;  7602.00  ;     6.83  ;    0.0003251865 ;     3.4520 ;
  63 ; 026 ; MIRANDA      ;         1.4658259321 ;         0.0207164895 ;  1047.00  ;     0.86  ;    0.0002733009 ;     0.8187 ;
  63 ; 030 ; CORUMBA I    ;         1.7540034513 ;         0.0224560616 ;   985.00  ;     0.75  ;    0.0003347981 ;     0.4071 ;
  63 ; 031 ; ITUMBIARA    ;        22.3332555697 ;         0.0018117569 ; 10800.00  ;    10.21  ;    0.0003843931 ;     5.4213 ;
  63 ; 032 ; CACH.DOURADA ;         0.0000000000 ;         0.0000000000 ;   464.97  ;     1.66  ;    0.0000000000 ;     1.6560 ;
  63 ; 033 ; SAO SIMAO    ;        24.7902202339 ;         0.0018635009 ;  9770.00  ;    13.34  ;    0.0005774575 ;    10.1416 ;
  63 ; 037 ; BARRA BONITA ;        15.4418711008 ;         0.0039127558 ;  1852.00  ;     8.78  ;    0.0011479851 ;     5.8355 ;
  63 ; 038 ; A.S. LIMA    ;         0.0000000000 ;         0.0000000000 ;   525.23  ;     2.38  ;    0.0000000000 ;     2.3769 ;
  63 ; 039 ; IBITINGA     ;         0.0000000000 ;         0.0000000000 ;   962.68  ;     4.25  ;    0.0000000000 ;     4.2483 ;
  63 ; 040 ; PROMISSAO    ;        16.4759239354 ;         0.0019749462 ;  6344.00  ;    18.36  ;    0.0006019727 ;    17.0824 ;
  63 ; 042 ; NAVANHANDAVA ;         0.0000000000 ;         0.0000000000 ;  2666.00  ;     7.84  ;    0.0000000000 ;     7.8440 ;
  63 ; 043 ; TRES IRMAOS  ;        27.2223430247 ;         0.0014408473 ; 11647.50  ;    27.73  ;    0.0007844648 ;    25.0209 ;
  63 ; 045 ; JUPIA        ;         0.0000000000 ;         0.0000000000 ;  3249.13  ;    13.73  ;    0.0000000000 ;    13.7340 ;
  63 ; 046 ; P. PRIMAVERA ;         0.0000000000 ;         0.0000000000 ; 16138.51  ;    53.91  ;    0.0000000000 ;    53.9120 ;
  63 ; 278 ; MANSO        ;        13.2953080577 ;         0.0030504947 ;  5861.50  ;    13.56  ;    0.0008314240 ;    11.1037 ;
  63 ; 047 ; A.A. LAYDNER ;        14.9846856680 ;         0.0025911672 ;  5425.50  ;    16.28  ;    0.0008153843 ;    13.6977 ;
  63 ; 049 ; CHAVANTES    ;        12.0401537215 ;         0.0028594499 ;  7274.50  ;    15.75  ;    0.0007746349 ;    13.3919 ;
  63 ; 050 ; L.N. GARCEZ  ;         0.0000000000 ;         0.0000000000 ;    39.01  ;     0.46  ;    0.0000000000 ;     0.4636 ;
  63 ; 051 ; CANOAS II    ;         0.0000000000 ;         0.0000000000 ;   144.69  ;     0.96  ;    0.0000000000 ;     0.9643 ;
  63 ; 052 ; CANOAS I     ;         0.0000000000 ;         0.0000000000 ;   205.82  ;     1.19  ;    0.0000000000 ;     1.1935 ;
  63 ; 061 ; CAPIVARA     ;        20.1868936523 ;         0.0021978940 ;  7678.00  ;    16.81  ;    0.0008208201 ;    12.1091 ;
  63 ; 062 ; TAQUARUCU    ;         0.0000000000 ;         0.0000000000 ;   649.62  ;     2.46  ;    0.0000000000 ;     2.4611 ;
  63 ; 063 ; ROSANA       ;         0.0000000000 ;         0.0000000000 ;  1847.58  ;     6.09  ;    0.0000000000 ;     6.0945 ;
  63 ; 057 ; MAUA         ;         2.0600012130 ;         0.0134065382 ;  1805.00  ;     0.98  ;    0.0001795137 ;     0.8586 ;
  63 ; 071 ; STA CLARA PR ;         0.5607531559 ;         0.0646378525 ;   300.00  ;     0.60  ;    0.0007067947 ;     0.4165 ;
  63 ; 072 ; FUNDAO       ;         0.0000000000 ;         0.0000000000 ;    34.48  ;     0.09  ;    0.0000000000 ;     0.0934 ;
  63 ; 074 ; G.B. MUNHOZ  ;         2.2696448915 ;         0.0104446953 ;  3876.50  ;     3.95  ;    0.0004859679 ;     2.1018 ;
  63 ; 083 ; BAIXO IGUACU ;         0.0000000000 ;         0.0000000000 ;   201.24  ;     0.77  ;    0.0000000000 ;     0.7676 ;
  63 ; 086 ; BARRA GRANDE ;         1.0942834933 ;         0.0133665974 ;  3808.12  ;    -0.15  ;   -0.0000146268 ;    -0.1156 ;
  63 ; 088 ; SAO ROQUE    ;         1.8334393865 ;         0.0290801497 ;   566.19  ;     1.38  ;    0.0010663338 ;     0.8931 ;
  63 ; 089 ; GARIBALDI    ;         1.5099999905 ;         0.0396322086 ;   264.00  ;    -0.12  ;   -0.0001496116 ;    -0.1147 ;
  63 ; 090 ; CAMPOS NOVOS ;         0.2400000329 ;         0.0318245291 ;  1398.50  ;    -0.06  ;   -0.0000076379 ;    -0.0616 ;
  63 ; 091 ; MACHADINHO   ;         1.1289648500 ;         0.0141914916 ;  2811.50  ;     4.04  ;    0.0004566183 ;     3.5591 ;
  63 ; 092 ; ITA          ;         0.0000000000 ;         0.0000000000 ;  4924.26  ;    -0.28  ;    0.0000000000 ;    -0.2824 ;
  63 ; 093 ; PASSO FUNDO  ;         7.0780760523 ;         0.0088278891 ;   887.00  ;     4.49  ;    0.0012496894 ;     2.7320 ;
  63 ; 094 ; MONJOLINHO   ;         0.0000000000 ;         0.0000000000 ;   147.29  ;    -0.02  ;    0.0000000000 ;    -0.0210 ;
  63 ; 095 ; QUEBRA QUEIX ;         0.2070684507 ;         0.1954227774 ;   124.00  ;     0.27  ;    0.0011735109 ;     0.2395 ;
  63 ; 101 ; SAO JOSE     ;         0.0000000000 ;         0.0000000000 ;   178.85  ;     1.34  ;    0.0000000000 ;     1.3372 ;
  63 ; 102 ; PASSO S JOAO ;         0.0000000000 ;         0.0000000000 ;    95.99  ;     0.75  ;    0.0000000000 ;     0.7546 ;
  63 ; 103 ; FOZ CHAPECO  ;         0.0000000000 ;         0.0000000000 ;  1466.16  ;    -0.87  ;    0.0000000000 ;    -0.8720 ;
  63 ; 097 ; CASTRO ALVES ;         0.0000000000 ;         0.0000000000 ;    92.46  ;     0.01  ;    0.0000000000 ;     0.0127 ;
  63 ; 098 ; MONTE CLARO  ;         0.0000000000 ;         0.0000000000 ;    11.35  ;     0.08  ;    0.0000000000 ;     0.0833 ;
  63 ; 099 ; 14 DE JULHO  ;         0.0000000000 ;         0.0000000000 ;    55.42  ;     0.34  ;    0.0000000000 ;     0.3448 ;
  63 ; 110 ; ERNESTINA    ;         5.1198936867 ;         0.0215038088 ;   140.00  ;     1.43  ;    0.0028625276 ;     0.7510 ;
  63 ; 111 ; PASSO REAL   ;         7.5903248444 ;         0.0062442752 ;  1967.50  ;     0.76  ;    0.0001184902 ;     0.3627 ;
  63 ; 112 ; JACUI        ;         0.0000000000 ;         0.0000000000 ;    19.60  ;     0.29  ;    0.0000000000 ;     0.2928 ;
  63 ; 113 ; ITAUBA       ;         0.0000000000 ;         0.0000000000 ;   594.90  ;     0.05  ;    0.0000000000 ;     0.0510 ;
  63 ; 114 ; D. FRANCISCA ;         0.0000000000 ;         0.0000000000 ;   320.41  ;     0.02  ;    0.0000000000 ;     0.0189 ;
  63 ; 115 ; G.P. SOUZA   ;         0.5616727993 ;         0.1222814588 ;   101.00  ;     0.21  ;    0.0009272093 ;     0.0656 ;
  63 ; 215 ; SALTO PILAO  ;         0.0000000000 ;         0.0000000000 ;     0.28  ;     0.00  ;    0.0000000000 ;     0.0030 ;
  63 ; 073 ; JORDAO       ;         0.0000000000 ;         0.3199999928 ;    97.50  ;     0.05  ;    0.0000000000 ;     0.0540 ;
  63 ; 076 ; SEGREDO      ;         1.3924116413 ;         0.0130980989 ;  2756.00  ;     4.17  ;    0.0004924245 ;     3.9811 ;
  63 ; 077 ; SLT.SANTIAGO ;         3.4354584971 ;         0.0058434615 ;  4718.50  ;     9.12  ;    0.0005420242 ;     6.8936 ;
