data,fonte,submercado,patamar,sistema_orig,pat,sistema_calc,sistema,pmo,erro
2028-11-01,PCH,SUL,2,1268.0,0.9996,1267.4928,1267.0,1267.0,0.0
2028-12-01,PCH,SUL,2,1122.0,1.0049,1127.4977999999999,1127.0,1127.0,0.0
2024-08-01,PCH,SUL,3,959.0,1.0041,962.9319,963.0,963.0,0.0
2024-09-01,PCH,SUL,3,1062.0,0.9835,1044.477,1044.0,1044.0,0.0
2024-10-01,PCH,SUL,3,1319.0,0.9933,1310.1626999999999,1310.0,1310.0,0.0
2024-11-01,PCH,SUL,3,1130.0,0.9949,1124.237,1124.0,1124.0,0.0
2024-12-01,PCH,SUL,3,998.0,0.9857,983.7286,984.0,984.0,0.0
2025-01-01,PCH,SUL,3,880.0,0.987,868.56,869.0,869.0,0.0
2025-02-01,PCH,SUL,3,881.0,0.9909,872.9829,873.0,873.0,0.0
2025-03-01,PCH,SUL,3,890.0,0.9943,884.927,885.0,885.0,0.0
2025-04-01,PCH,SUL,3,870.0,0.9871,858.7769999999999,859.0,859.0,0.0
2025-05-01,PCH,SUL,3,1007.0,0.9964,1003.3747999999999,1003.0,1003.0,0.0
2025-06-01,PCH,SUL,3,1271.0,0.9931,1262.2301,1262.0,1262.0,0.0
2025-07-01,PCH,SUL,3,1197.0,0.9894,1184.3118,1184.0,1184.0,0.0
2025-08-01,PCH,SUL,3,1020.0,1.0038,1023.876,1024.0,1024.0,0.0
2025-09-01,PCH,SUL,3,1109.0,0.9829,1090.0361,1090.0,1090.0,0.0
2025-10-01,PCH,SUL,3,1363.0,0.9932,1353.7316,1354.0,1354.0,0.0
2025-11-01,PCH,SUL,3,1169.0,0.9949,1163.0381,1163.0,1163.0,0.0
2025-12-01,PCH,SUL,3,1034.0,0.9851,1018.5934,1019.0,1019.0,0.0
2026-01-01,PCH,SUL,3,909.0,0.9875,897.6375,898.0,898.0,0.0
2026-02-01,PCH,SUL,3,918.0,0.9912,909.9216,910.0,910.0,0.0
2026-03-01,PCH,SUL,3,930.0,0.9936,924.048,924.0,924.0,0.0
2026-04-01,PCH,SUL,3,909.0,0.9872,897.3648,897.0,897.0,0.0
2026-05-01,PCH,SUL,3,1062.0,0.9964,1058.1768,1058.0,1058.0,0.0
2026-06-01,PCH,SUL,3,1329.0,0.9928,1319.4312,1319.0,1319.0,0.0
2026-07-01,PCH,SUL,3,1261.0,0.9893,1247.5073,1248.0,1248.0,0.0
2026-08-01,PCH,SUL,3,1080.0,1.0036,1083.8880000000001,1084.0,1084.0,0.0
2026-09-01,PCH,SUL,3,1169.0,0.9835,1149.7115000000001,1150.0,1150.0,0.0
2026-10-01,PCH,SUL,3,1435.0,0.9935,1425.6725000000001,1426.0,1426.0,0.0
2026-11-01,PCH,SUL,3,1239.0,0.9948,1232.5572,1233.0,1233.0,0.0
2026-12-01,PCH,SUL,3,1097.0,0.985,1080.545,1081.0,1081.0,0.0
2027-01-01,PCH,SUL,3,988.0,0.9881,976.2428,976.0,976.0,0.0
2027-02-01,PCH,SUL,3,990.0,0.9911,981.189,981.0,981.0,0.0
2027-03-01,PCH,SUL,3,992.0,0.9933,985.3535999999999,985.0,985.0,0.0
2027-04-01,PCH,SUL,3,972.0,0.9866,958.9752000000001,959.0,959.0,0.0
2027-05-01,PCH,SUL,3,1117.0,0.9961,1112.6437,1113.0,1113.0,0.0
2027-06-01,PCH,SUL,3,1396.0,0.9924,1385.3904,1385.0,1385.0,0.0
2027-07-01,PCH,SUL,3,1303.0,0.9897,1289.5791,1290.0,1290.0,0.0
2027-08-01,PCH,SUL,3,1113.0,1.0035,1116.8955,1117.0,1117.0,0.0
2027-09-01,PCH,SUL,3,1204.0,0.9835,1184.134,1184.0,1184.0,0.0
2027-10-01,PCH,SUL,3,1475.0,0.9937,1465.7075,1466.0,1466.0,0.0
2027-11-01,PCH,SUL,3,1268.0,0.9946,1261.1528,1261.0,1261.0,0.0
2027-12-01,PCH,SUL,3,1124.0,0.9844,1106.4656,1106.0,1106.0,0.0
2028-01-01,PCH,SUL,3,990.0,0.9877,977.823,978.0,978.0,0.0
2028-02-01,PCH,SUL,3,992.0,0.991,983.072,983.0,983.0,0.0
2028-03-01,PCH,SUL,3,994.0,0.9931,987.1414,987.0,987.0,0.0
2028-04-01,PCH,SUL,3,971.0,0.9882,959.5422,960.0,960.0,0.0
2028-05-01,PCH,SUL,3,1118.0,0.9957,1113.1926,1113.0,1113.0,0.0
2028-06-01,PCH,SUL,3,1396.0,0.9927,1385.8092000000001,1386.0,1386.0,0.0
2028-07-01,PCH,SUL,3,1303.0,0.9901,1290.1003,1290.0,1290.0,0.0
2028-08-01,PCH,SUL,3,1113.0,1.0035,1116.8955,1117.0,1117.0,0.0
2028-09-01,PCH,SUL,3,1203.0,0.9841,1183.8723,1184.0,1184.0,0.0
2028-10-01,PCH,SUL,3,1476.0,0.9934,1466.2584,1466.0,1466.0,0.0
2028-11-01,PCH,SUL,3,1268.0,0.9948,1261.4064,1261.0,1261.0,0.0
2028-12-01,PCH,SUL,3,1122.0,0.9859,1106.1798,1106.0,1106.0,0.0
2024-08-01,PCT,SUL,1,587.0,1.0045,589.6415,590.0,590.0,0.0
2024-09-01,PCT,SUL,1,571.0,0.9843,562.0353,562.0,562.0,0.0
2024-10-01,PCT,SUL,1,527.0,0.9942,523.9434,524.0,524.0,0.0
2024-11-01,PCT,SUL,1,522.0,0.9867,515.0574,515.0,515.0,0.0
2024-12-01,PCT,SUL,1,395.0,0.9825,388.08750000000003,388.0,388.0,0.0
2025-01-01,PCT,SUL,1,385.0,0.9803,377.4155,377.0,377.0,0.0
2025-02-01,PCT,SUL,1,385.0,0.9815,377.8775,378.0,378.0,0.0
2025-03-01,PCT,SUL,1,428.0,0.9961,426.3308,426.0,426.0,0.0
2025-04-01,PCT,SUL,1,483.0,0.9748,470.8284,471.0,471.0,0.0
2025-05-01,PCT,SUL,1,565.0,0.9955,562.4575,562.0,562.0,0.0
2025-06-01,PCT,SUL,1,533.0,1.0083,537.4239,537.0,537.0,0.0
2025-07-01,PCT,SUL,1,541.0,1.0025,542.3525,542.0,542.0,0.0
2025-08-01,PCT,SUL,1,587.0,1.0044,589.5828,590.0,590.0,0.0
2025-09-01,PCT,SUL,1,571.0,0.9848,562.3208,562.0,562.0,0.0
2025-10-01,PCT,SUL,1,527.0,0.9942,523.9434,524.0,524.0,0.0
2025-11-01,PCT,SUL,1,522.0,0.9867,515.0574,515.0,515.0,0.0
2025-12-01,PCT,SUL,1,398.0,0.9828,391.1544,391.0,391.0,0.0
2026-01-01,PCT,SUL,1,389.0,0.9799,381.1811,381.0,381.0,0.0
2026-02-01,PCT,SUL,1,389.0,0.981,381.609,382.0,382.0,0.0
2026-03-01,PCT,SUL,1,432.0,0.9963,430.4016,430.0,430.0,0.0
2026-04-01,PCT,SUL,1,487.0,0.9748,474.7276,475.0,475.0,0.0
2026-05-01,PCT,SUL,1,570.0,0.9951,567.207,567.0,567.0,0.0
2026-06-01,PCT,SUL,1,538.0,1.008,542.304,542.0,542.0,0.0
2026-07-01,PCT,SUL,1,546.0,1.0024,547.3104,547.0,547.0,0.0
2026-08-01,PCT,SUL,1,592.0,1.0044,594.6048,595.0,595.0,0.0
2026-09-01,PCT,SUL,1,577.0,0.9844,567.9988000000001,568.0,568.0,0.0
2026-10-01,PCT,SUL,1,532.0,0.9937,528.6484,529.0,529.0,0.0
2026-11-01,PCT,SUL,1,526.0,0.9867,519.0042,519.0,519.0,0.0
2026-12-01,PCT,SUL,1,398.0,0.9828,391.1544,391.0,391.0,0.0
2027-01-01,PCT,SUL,1,389.0,0.9795,381.0255,381.0,381.0,0.0
2027-02-01,PCT,SUL,1,389.0,0.981,381.609,382.0,382.0,0.0
2027-03-01,PCT,SUL,1,432.0,0.9963,430.4016,430.0,430.0,0.0
2027-04-01,PCT,SUL,1,487.0,0.9754,475.01980000000003,475.0,475.0,0.0
2027-05-01,PCT,SUL,1,570.0,0.9951,567.207,567.0,567.0,0.0
2027-06-01,PCT,SUL,1,538.0,1.0078,542.1964,542.0,542.0,0.0
2027-07-01,PCT,SUL,1,546.0,1.0023,547.2558,547.0,547.0,0.0
2027-08-01,PCT,SUL,1,592.0,1.0044,594.6048,595.0,595.0,0.0
2027-09-01,PCT,SUL,1,577.0,0.9844,567.9988000000001,568.0,568.0,0.0
2027-10-01,PCT,SUL,1,532.0,0.9935,528.542,529.0,529.0,0.0
2027-11-01,PCT,SUL,1,526.0,0.9869,519.1094,519.0,519.0,0.0
2027-12-01,PCT,SUL,1,398.0,0.9832,391.3136,391.0,391.0,0.0
2028-01-01,PCT,SUL,1,389.0,0.9799,381.1811,381.0,381.0,0.0
2028-02-01,PCT,SUL,1,389.0,0.9812,381.6868,382.0,382.0,0.0
2028-03-01,PCT,SUL,1,431.0,0.9964,429.4484,429.0,429.0,0.0
2028-04-01,PCT,SUL,1,488.0,0.9736,475.1168,475.0,475.0,0.0
2028-05-01,PCT,SUL,1,570.0,0.9956,567.4920000000001,567.0,567.0,0.0
2028-06-01,PCT,SUL,1,538.0,1.008,542.304,542.0,542.0,0.0
2028-07-01,PCT,SUL,1,546.0,1.0021,547.1466,547.0,547.0,0.0
2028-08-01,PCT,SUL,1,592.0,1.0045,594.664,595.0,595.0,0.0
2028-09-01,PCT,SUL,1,577.0,0.9839,567.7103,568.0,568.0,0.0
2028-10-01,PCT,SUL,1,532.0,0.9937,528.6484,529.0,529.0,0.0
2028-11-01,PCT,SUL,1,526.0,0.9867,519.0042,519.0,519.0,0.0
2028-12-01,PCT,SUL,1,398.0,0.982,390.836,391.0,391.0,0.0
2024-08-01,PCT,SUL,2,587.0,0.9922,582.4214,582.0,582.0,0.0
2024-09-01,PCT,SUL,2,571.0,0.9903,565.4612999999999,565.0,565.0,0.0
2024-10-01,PCT,SUL,2,527.0,0.9937,523.6799,524.0,524.0,0.0
2024-11-01,PCT,SUL,2,522.0,0.9981,521.0082,521.0,521.0,0.0
2024-12-01,PCT,SUL,2,395.0,0.9925,392.0375,392.0,392.0,0.0
2025-01-01,PCT,SUL,2,385.0,0.9997,384.8845,385.0,385.0,0.0
2025-02-01,PCT,SUL,2,385.0,0.9893,380.8805,381.0,381.0,0.0
2025-03-01,PCT,SUL,2,428.0,0.9957,426.1596,426.0,426.0,0.0
2025-04-01,PCT,SUL,2,483.0,0.9895,477.92850000000004,478.0,478.0,0.0
2025-05-01,PCT,SUL,2,565.0,0.9888,558.672,559.0,559.0,0.0
2025-06-01,PCT,SUL,2,533.0,1.0034,534.8122000000001,535.0,535.0,0.0
2025-07-01,PCT,SUL,2,541.0,0.9903,535.7523,536.0,536.0,0.0
2025-08-01,PCT,SUL,2,587.0,0.9921,582.3627,582.0,582.0,0.0
2025-09-01,PCT,SUL,2,571.0,0.9907,565.6897,566.0,566.0,0.0
2025-10-01,PCT,SUL,2,527.0,0.9937,523.6799,524.0,524.0,0.0
2025-11-01,PCT,SUL,2,522.0,0.9981,521.0082,521.0,521.0,0.0
2025-12-01,PCT,SUL,2,398.0,0.9928,395.1344,395.0,395.0,0.0
2026-01-01,PCT,SUL,2,389.0,0.9993,388.72769999999997,389.0,389.0,0.0
2026-02-01,PCT,SUL,2,389.0,0.9887,384.6043,385.0,385.0,0.0
2026-03-01,PCT,SUL,2,432.0,0.9958,430.1856,430.0,430.0,0.0
2026-04-01,PCT,SUL,2,487.0,0.9894,481.83779999999996,482.0,482.0,0.0
2026-05-01,PCT,SUL,2,570.0,0.9884,563.3879999999999,563.0,563.0,0.0
2026-06-01,PCT,SUL,2,538.0,1.0031,539.6678,540.0,540.0,0.0
2026-07-01,PCT,SUL,2,546.0,0.9902,540.6492,541.0,541.0,0.0
2026-08-01,PCT,SUL,2,592.0,0.992,587.264,587.0,587.0,0.0
2026-09-01,PCT,SUL,2,577.0,0.9902,571.3453999999999,571.0,571.0,0.0
2026-10-01,PCT,SUL,2,532.0,0.9932,528.3824,528.0,528.0,0.0
2026-11-01,PCT,SUL,2,526.0,0.998,524.948,525.0,525.0,0.0
2026-12-01,PCT,SUL,2,398.0,0.9928,395.1344,395.0,395.0,0.0
2027-01-01,PCT,SUL,2,389.0,0.999,388.611,389.0,389.0,0.0
2027-02-01,PCT,SUL,2,389.0,0.9887,384.6043,385.0,385.0,0.0
2027-03-01,PCT,SUL,2,432.0,0.9958,430.1856,430.0,430.0,0.0
2027-04-01,PCT,SUL,2,487.0,0.99,482.13,482.0,482.0,0.0
2027-05-01,PCT,SUL,2,570.0,0.9884,563.3879999999999,563.0,563.0,0.0
2027-06-01,PCT,SUL,2,538.0,1.0029,539.5601999999999,540.0,540.0,0.0
2027-07-01,PCT,SUL,2,546.0,0.99,540.54,541.0,541.0,0.0
2027-08-01,PCT,SUL,2,592.0,0.9921,587.3232,587.0,587.0,0.0
2027-09-01,PCT,SUL,2,577.0,0.9902,571.3453999999999,571.0,571.0,0.0
2027-10-01,PCT,SUL,2,532.0,0.993,528.276,528.0,528.0,0.0
2027-11-01,PCT,SUL,2,526.0,0.9983,525.1057999999999,525.0,525.0,0.0
2027-12-01,PCT,SUL,2,398.0,0.9932,395.29359999999997,395.0,395.0,0.0
2028-01-01,PCT,SUL,2,389.0,0.9993,388.72769999999997,389.0,389.0,0.0
2028-02-01,PCT,SUL,2,389.0,0.9888,384.6432,385.0,385.0,0.0
2028-03-01,PCT,SUL,2,431.0,0.9959,429.23290000000003,429.0,429.0,0.0
2028-04-01,PCT,SUL,2,488.0,0.9882,482.2416,482.0,482.0,0.0
2028-05-01,PCT,SUL,2,570.0,0.989,563.73,564.0,564.0,0.0
2028-06-01,PCT,SUL,2,538.0,1.0031,539.6678,540.0,540.0,0.0
2028-07-01,PCT,SUL,2,546.0,0.9899,540.4854,540.0,540.0,0.0
2028-08-01,PCT,SUL,2,592.0,0.9922,587.3824,587.0,587.0,0.0
2028-09-01,PCT,SUL,2,577.0,0.9898,571.1146,571.0,571.0,0.0
2028-10-01,PCT,SUL,2,532.0,0.9932,528.3824,528.0,528.0,0.0
2028-11-01,PCT,SUL,2,526.0,0.998,524.948,525.0,525.0,0.0
2028-12-01,PCT,SUL,2,398.0,0.992,394.816,395.0,395.0,0.0
2024-08-01,PCT,SUL,3,587.0,1.0039,589.2893,589.0,589.0,0.0
2024-09-01,PCT,SUL,3,571.0,1.0133,578.5943000000001,579.0,579.0,0.0
2024-10-01,PCT,SUL,3,527.0,1.0071,530.7417,531.0,531.0,0.0
2024-11-01,PCT,SUL,3,522.0,1.0067,525.4974,525.0,525.0,0.0
2024-12-01,PCT,SUL,3,395.0,1.0128,400.056,400.0,400.0,0.0
2025-01-01,PCT,SUL,3,385.0,1.0102,388.927,389.0,389.0,0.0
2025-02-01,PCT,SUL,3,385.0,1.0164,391.31399999999996,391.0,391.0,0.0
2025-03-01,PCT,SUL,3,428.0,1.0042,429.7976,430.0,430.0,0.0
2025-04-01,PCT,SUL,3,483.0,1.017,491.21099999999996,491.0,491.0,0.0
2025-05-01,PCT,SUL,3,565.0,1.0091,570.1415000000001,570.0,570.0,0.0
2025-06-01,PCT,SUL,3,533.0,0.9949,530.2817,530.0,530.0,0.0
2025-07-01,PCT,SUL,3,541.0,1.0063,544.4082999999999,544.0,544.0,0.0
2025-08-01,PCT,SUL,3,587.0,1.0039,589.2893,589.0,589.0,0.0
2025-09-01,PCT,SUL,3,571.0,1.0137,578.8227,579.0,579.0,0.0
2025-10-01,PCT,SUL,3,527.0,1.0071,530.7417,531.0,531.0,0.0
2025-11-01,PCT,SUL,3,522.0,1.0067,525.4974,525.0,525.0,0.0
2025-12-01,PCT,SUL,3,398.0,1.0133,403.2934,403.0,403.0,0.0
2026-01-01,PCT,SUL,3,389.0,1.0099,392.85110000000003,393.0,393.0,0.0
2026-02-01,PCT,SUL,3,389.0,1.0159,395.18510000000003,395.0,395.0,0.0
2026-03-01,PCT,SUL,3,432.0,1.0045,433.94399999999996,434.0,434.0,0.0
2026-04-01,PCT,SUL,3,487.0,1.0171,495.32769999999994,495.0,495.0,0.0
2026-05-01,PCT,SUL,3,570.0,1.009,575.13,575.0,575.0,0.0
2026-06-01,PCT,SUL,3,538.0,0.9949,535.2562,535.0,535.0,0.0
2026-07-01,PCT,SUL,3,546.0,1.0065,549.549,550.0,550.0,0.0
2026-08-01,PCT,SUL,3,592.0,1.004,594.368,594.0,594.0,0.0
2026-09-01,PCT,SUL,3,577.0,1.0133,584.6741000000001,585.0,585.0,0.0
2026-10-01,PCT,SUL,3,532.0,1.0067,535.5644,536.0,536.0,0.0
2026-11-01,PCT,SUL,3,526.0,1.0068,529.5767999999999,530.0,530.0,0.0
2026-12-01,PCT,SUL,3,398.0,1.0133,403.2934,403.0,403.0,0.0
2027-01-01,PCT,SUL,3,389.0,1.0095,392.69550000000004,393.0,393.0,0.0
2027-02-01,PCT,SUL,3,389.0,1.0159,395.18510000000003,395.0,395.0,0.0
2027-03-01,PCT,SUL,3,432.0,1.0045,433.94399999999996,434.0,434.0,0.0
2027-04-01,PCT,SUL,3,487.0,1.0177,495.61990000000003,496.0,496.0,0.0
2027-05-01,PCT,SUL,3,570.0,1.009,575.13,575.0,575.0,0.0
2027-06-01,PCT,SUL,3,538.0,0.9947,535.1486,535.0,535.0,0.0
2027-07-01,PCT,SUL,3,546.0,1.0063,549.4398,549.0,549.0,0.0
2027-08-01,PCT,SUL,3,592.0,1.004,594.368,594.0,594.0,0.0
2027-09-01,PCT,SUL,3,577.0,1.0133,584.6741000000001,585.0,585.0,0.0
2027-10-01,PCT,SUL,3,532.0,1.0065,535.458,535.0,535.0,0.0
2027-11-01,PCT,SUL,3,526.0,1.007,529.6819999999999,530.0,530.0,0.0
2027-12-01,PCT,SUL,3,398.0,1.0137,403.4526,403.0,403.0,0.0
2028-01-01,PCT,SUL,3,389.0,1.0099,392.85110000000003,393.0,393.0,0.0
2028-02-01,PCT,SUL,3,389.0,1.016,395.224,395.0,395.0,0.0
2028-03-01,PCT,SUL,3,431.0,1.0047,433.0257,433.0,433.0,0.0
2028-04-01,PCT,SUL,3,488.0,1.0158,495.7104,496.0,496.0,0.0
2028-05-01,PCT,SUL,3,570.0,1.0096,575.472,575.0,575.0,0.0
2028-06-01,PCT,SUL,3,538.0,0.9949,535.2562,535.0,535.0,0.0
2028-07-01,PCT,SUL,3,546.0,1.0062,549.3851999999999,549.0,549.0,0.0
2028-08-01,PCT,SUL,3,592.0,1.0041,594.4272,594.0,594.0,0.0
2028-09-01,PCT,SUL,3,577.0,1.0128,584.3856,584.0,584.0,0.0
2028-10-01,PCT,SUL,3,532.0,1.0067,535.5644,536.0,536.0,0.0
2028-11-01,PCT,SUL,3,526.0,1.0068,529.5767999999999,530.0,530.0,0.0
2028-12-01,PCT,SUL,3,398.0,1.0125,402.97499999999997,403.0,403.0,0.0
2024-08-01,EOL,SUL,1,710.0,1.0211,724.9809999999999,725.0,725.0,0.0
2024-09-01,EOL,SUL,1,823.0,1.053,866.6189999999999,867.0,867.0,0.0
2024-10-01,EOL,SUL,1,836.0,1.0564,883.1504,883.0,883.0,0.0
2024-11-01,EOL,SUL,1,827.0,1.086,898.1220000000001,898.0,898.0,0.0
2024-12-01,EOL,SUL,1,777.0,1.1226,872.2602,872.0,872.0,0.0
2025-01-01,EOL,SUL,1,667.0,1.1241,749.7747,750.0,750.0,0.0
2025-02-01,EOL,SUL,1,658.0,1.1177,735.4466,735.0,735.0,0.0
2025-03-01,EOL,SUL,1,699.0,1.1535,806.2964999999999,806.0,806.0,0.0
2025-04-01,EOL,SUL,1,733.0,1.0737,787.0221,787.0,787.0,0.0
2025-05-01,EOL,SUL,1,711.0,0.9864,701.3304,701.0,701.0,0.0
2025-06-01,EOL,SUL,1,764.0,1.026,783.864,784.0,784.0,0.0
2025-07-01,EOL,SUL,1,830.0,1.0278,853.0740000000001,853.0,853.0,0.0
2025-08-01,EOL,SUL,1,795.0,1.019,810.1049999999999,810.0,810.0,0.0
2025-09-01,EOL,SUL,1,919.0,1.0516,966.4204000000001,966.0,966.0,0.0
2025-10-01,EOL,SUL,1,915.0,1.0562,966.423,966.0,966.0,0.0
2025-11-01,EOL,SUL,1,904.0,1.0859,981.6536000000001,982.0,982.0,0.0
2025-12-01,EOL,SUL,1,845.0,1.1202,946.5690000000001,947.0,947.0,0.0
2026-01-01,EOL,SUL,1,723.0,1.1257,813.8811,814.0,814.0,0.0
2026-02-01,EOL,SUL,1,685.0,1.1195,766.8575,767.0,767.0,0.0
2026-03-01,EOL,SUL,1,702.0,1.1482,806.0364000000001,806.0,806.0,0.0
2026-04-01,EOL,SUL,1,733.0,1.0737,787.0221,787.0,787.0,0.0
2026-05-01,EOL,SUL,1,711.0,0.9858,700.9038,701.0,701.0,0.0
2026-06-01,EOL,SUL,1,764.0,1.0261,783.9404,784.0,784.0,0.0
2026-07-01,EOL,SUL,1,830.0,1.0278,853.0740000000001,853.0,853.0,0.0
2026-08-01,EOL,SUL,1,795.0,1.019,810.1049999999999,810.0,810.0,0.0
2026-09-01,EOL,SUL,1,918.0,1.0527,966.3786,966.0,966.0,0.0
2026-10-01,EOL,SUL,1,914.0,1.0582,967.1948,967.0,967.0,0.0
2026-11-01,EOL,SUL,1,904.0,1.0859,981.6536000000001,982.0,982.0,0.0
2026-12-01,EOL,SUL,1,845.0,1.1202,946.5690000000001,947.0,947.0,0.0
2027-01-01,EOL,SUL,1,721.0,1.1276,812.9996,813.0,813.0,0.0
2027-02-01,EOL,SUL,1,685.0,1.1195,766.8575,767.0,767.0,0.0
2027-03-01,EOL,SUL,1,702.0,1.1482,806.0364000000001,806.0,806.0,0.0
2027-04-01,EOL,SUL,1,734.0,1.0718,786.7012000000001,787.0,787.0,0.0
2027-05-01,EOL,SUL,1,711.0,0.9858,700.9038,701.0,701.0,0.0
2027-06-01,EOL,SUL,1,764.0,1.0262,784.0168,784.0,784.0,0.0
2027-07-01,EOL,SUL,1,830.0,1.028,853.24,853.0,853.0,0.0
2027-08-01,EOL,SUL,1,794.0,1.02,809.88,810.0,810.0,0.0
2027-09-01,EOL,SUL,1,918.0,1.0527,966.3786,966.0,966.0,0.0
2027-10-01,EOL,SUL,1,913.0,1.0592,967.0495999999999,967.0,967.0,0.0
2027-11-01,EOL,SUL,1,906.0,1.0843,982.3758,982.0,982.0,0.0
2027-12-01,EOL,SUL,1,846.0,1.1183,946.0818,946.0,946.0,0.0
2028-01-01,EOL,SUL,1,723.0,1.1257,813.8811,814.0,814.0,0.0
2028-02-01,EOL,SUL,1,686.0,1.1188,767.4968,767.0,767.0,0.0
2028-03-01,EOL,SUL,1,704.0,1.1456,806.5024,807.0,807.0,0.0
2028-04-01,EOL,SUL,1,730.0,1.0774,786.502,787.0,787.0,0.0
2028-05-01,EOL,SUL,1,710.0,0.987,700.77,701.0,701.0,0.0
2028-06-01,EOL,SUL,1,764.0,1.0261,783.9404,784.0,784.0,0.0
2028-07-01,EOL,SUL,1,830.0,1.0282,853.406,853.0,853.0,0.0
2028-08-01,EOL,SUL,1,793.0,1.0211,809.7322999999999,810.0,810.0,0.0
2028-09-01,EOL,SUL,1,917.0,1.0539,966.4263000000001,966.0,966.0,0.0
2028-10-01,EOL,SUL,1,914.0,1.0582,967.1948,967.0,967.0,0.0
2028-11-01,EOL,SUL,1,904.0,1.0859,981.6536000000001,982.0,982.0,0.0
2028-12-01,EOL,SUL,1,842.0,1.1241,946.4922000000001,946.0,946.0,0.0
2024-08-01,EOL,SUL,2,710.0,0.9342,663.282,663.0,663.0,0.0
2024-09-01,EOL,SUL,2,823.0,1.0048,826.9504,827.0,827.0,0.0
2024-10-01,EOL,SUL,2,836.0,0.9895,827.2220000000001,827.0,827.0,0.0
2024-11-01,EOL,SUL,2,827.0,1.0012,827.9924000000001,828.0,828.0,0.0
2024-12-01,EOL,SUL,2,777.0,0.9664,750.8928000000001,751.0,751.0,0.0
2025-01-01,EOL,SUL,2,667.0,0.9632,642.4544,642.0,642.0,0.0
2025-02-01,EOL,SUL,2,658.0,0.9806,645.2348000000001,645.0,645.0,0.0
2025-03-01,EOL,SUL,2,699.0,0.9727,679.9173,680.0,680.0,0.0
2025-04-01,EOL,SUL,2,733.0,1.0237,750.3721,750.0,750.0,0.0
2025-05-01,EOL,SUL,2,711.0,0.9783,695.5713,696.0,696.0,0.0
2025-06-01,EOL,SUL,2,764.0,0.9773,746.6572,747.0,747.0,0.0
2025-07-01,EOL,SUL,2,830.0,0.989,820.87,821.0,821.0,0.0
2025-08-01,EOL,SUL,2,795.0,0.9329,741.6555,742.0,742.0,0.0
2025-09-01,EOL,SUL,2,919.0,1.0038,922.4922,922.0,922.0,0.0
2025-10-01,EOL,SUL,2,915.0,0.9899,905.7585,906.0,906.0,0.0
2025-11-01,EOL,SUL,2,904.0,1.0013,905.1752,905.0,905.0,0.0
2025-12-01,EOL,SUL,2,845.0,0.9649,815.3405,815.0,815.0,0.0
2026-01-01,EOL,SUL,2,723.0,0.9649,697.6227,698.0,698.0,0.0
2026-02-01,EOL,SUL,2,685.0,0.9827,673.1495,673.0,673.0,0.0
2026-03-01,EOL,SUL,2,702.0,0.9683,679.7466000000001,680.0,680.0,0.0
2026-04-01,EOL,SUL,2,733.0,1.0237,750.3721,750.0,750.0,0.0
2026-05-01,EOL,SUL,2,711.0,0.9777,695.1447000000001,695.0,695.0,0.0
2026-06-01,EOL,SUL,2,764.0,0.9774,746.7336,747.0,747.0,0.0
2026-07-01,EOL,SUL,2,830.0,0.989,820.87,821.0,821.0,0.0
2026-08-01,EOL,SUL,2,795.0,0.9329,741.6555,742.0,742.0,0.0
2026-09-01,EOL,SUL,2,918.0,1.0049,922.4981999999999,922.0,922.0,0.0
2026-10-01,EOL,SUL,2,914.0,0.9917,906.4138,906.0,906.0,0.0
2026-11-01,EOL,SUL,2,904.0,1.0013,905.1752,905.0,905.0,0.0
2026-12-01,EOL,SUL,2,845.0,0.9649,815.3405,815.0,815.0,0.0
2027-01-01,EOL,SUL,2,721.0,0.9666,696.9186,697.0,697.0,0.0
2027-02-01,EOL,SUL,2,685.0,0.9827,673.1495,673.0,673.0,0.0
2027-03-01,EOL,SUL,2,702.0,0.9683,679.7466000000001,680.0,680.0,0.0
2027-04-01,EOL,SUL,2,734.0,1.022,750.148,750.0,750.0,0.0
2027-05-01,EOL,SUL,2,711.0,0.9777,695.1447000000001,695.0,695.0,0.0
2027-06-01,EOL,SUL,2,764.0,0.9774,746.7336,747.0,747.0,0.0
2027-07-01,EOL,SUL,2,830.0,0.9892,821.036,821.0,821.0,0.0
2027-08-01,EOL,SUL,2,794.0,0.9339,741.5165999999999,742.0,742.0,0.0
2027-09-01,EOL,SUL,2,918.0,1.0049,922.4981999999999,922.0,922.0,0.0
2027-10-01,EOL,SUL,2,913.0,0.9927,906.3351,906.0,906.0,0.0
2027-11-01,EOL,SUL,2,906.0,0.9998,905.8188,906.0,906.0,0.0
2027-12-01,EOL,SUL,2,846.0,0.9632,814.8671999999999,815.0,815.0,0.0
2028-01-01,EOL,SUL,2,723.0,0.9649,697.6227,698.0,698.0,0.0
2028-02-01,EOL,SUL,2,686.0,0.9821,673.7206,674.0,674.0,0.0
2028-03-01,EOL,SUL,2,704.0,0.9661,680.1343999999999,680.0,680.0,0.0
2028-04-01,EOL,SUL,2,730.0,1.0272,749.8559999999999,750.0,750.0,0.0
2028-05-01,EOL,SUL,2,710.0,0.9789,695.019,695.0,695.0,0.0
2028-06-01,EOL,SUL,2,764.0,0.9774,746.7336,747.0,747.0,0.0
2028-07-01,EOL,SUL,2,830.0,0.9893,821.1189999999999,821.0,821.0,0.0
2028-08-01,EOL,SUL,2,793.0,0.9349,741.3756999999999,741.0,741.0,0.0
2028-09-01,EOL,SUL,2,917.0,1.006,922.502,923.0,923.0,0.0
