ano,mes,data,submercado,calculado,pmo,patamar,erro
9999,12,9999-12-01,NORTE,7481.865599999999,7482.0,3,0.0
2024,8,2024-08-01,NORDESTE,-4095.0159999999996,-4095.0,1,0.0
2024,9,2024-09-01,NORDESTE,-4425.967199999999,-4426.0,1,0.0
2024,10,2024-10-01,NORDESTE,-2915.8059999999987,-2916.0,1,0.0
2024,11,2024-11-01,NORDESTE,-726.8919999999998,-727.0,1,0.0
2024,12,2024-12-01,NORDESTE,-350.77000000000044,-351.0,1,0.0
2025,1,2025-01-01,NORDESTE,1651.9058000000005,1652.0,1,0.0
2025,2,2025-02-01,NORDESTE,1826.8844000000008,1827.0,1,0.0
2025,3,2025-03-01,NORDESTE,3162.0249000000003,3162.0,1,0.0
2025,4,2025-04-01,NORDESTE,3585.1625000000004,3585.0,1,0.0
2025,5,2025-05-01,NORDESTE,1759.6580000000013,1759.0,1,0.0
2025,6,2025-06-01,NORDESTE,-1154.2874999999985,-1154.0,1,0.0
2025,7,2025-07-01,NORDESTE,-3564.8878999999997,-3565.0,1,0.0
2025,8,2025-08-01,NORDESTE,-4981.952799999999,-4982.0,1,0.0
2025,9,2025-09-01,NORDESTE,-5780.025199999998,-5780.0,1,0.0
2025,10,2025-10-01,NORDESTE,-3785.926400000002,-3786.0,1,0.0
2025,11,2025-11-01,NORDESTE,-1307.9581999999991,-1308.0,1,0.0
2025,12,2025-12-01,NORDESTE,-939.5211999999992,-939.0,1,0.0
2026,1,2026-01-01,NORDESTE,737.6990000000005,738.0,1,0.0
2026,2,2026-02-01,NORDESTE,1077.5472000000009,1077.0,1,0.0
2026,3,2026-03-01,NORDESTE,2451.538800000002,2451.0,1,0.0
2026,4,2026-04-01,NORDESTE,3072.2731999999996,3073.0,1,0.0
2026,5,2026-05-01,NORDESTE,1669.4352,1669.0,1,0.0
2026,6,2026-06-01,NORDESTE,-1384.0737999999983,-1384.0,1,0.0
2026,7,2026-07-01,NORDESTE,-3751.3653999999988,-3752.0,1,0.0
2026,8,2026-08-01,NORDESTE,-4941.225,-4941.0,1,0.0
2026,9,2026-09-01,NORDESTE,-5732.353999999999,-5732.0,1,0.0
2026,10,2026-10-01,NORDESTE,-3553.0524000000005,-3553.0,1,0.0
2026,11,2026-11-01,NORDESTE,-1091.8544999999995,-1092.0,1,0.0
2026,12,2026-12-01,NORDESTE,-686.9100000000017,-687.0,1,0.0
2027,1,2027-01-01,NORDESTE,1149.1404000000002,1149.0,1,0.0
2027,2,2027-02-01,NORDESTE,1435.3724000000002,1435.0,1,0.0
2027,3,2027-03-01,NORDESTE,2774.4807999999994,2774.0,1,0.0
2027,4,2027-04-01,NORDESTE,3405.7225000000017,3405.0,1,0.0
2027,5,2027-05-01,NORDESTE,2188.8228,2189.0,1,0.0
2027,6,2027-06-01,NORDESTE,-945.1893999999993,-945.0,1,0.0
2027,7,2027-07-01,NORDESTE,-3277.3816000000006,-3278.0,1,0.0
2027,8,2027-08-01,NORDESTE,-4497.3789,-4497.0,1,0.0
2027,9,2027-09-01,NORDESTE,-5333.330400000001,-5333.0,1,0.0
2027,10,2027-10-01,NORDESTE,-3070.693299999999,-3071.0,1,0.0
2027,11,2027-11-01,NORDESTE,-637.7155999999977,-638.0,1,0.0
2027,12,2027-12-01,NORDESTE,-261.41549999999916,-261.0,1,0.0
2028,1,2028-01-01,NORDESTE,1636.9310000000005,1637.0,1,0.0
2028,2,2028-02-01,NORDESTE,1940.0696999999982,1940.0,1,0.0
2028,3,2028-03-01,NORDESTE,3273.1068000000014,3273.0,1,0.0
2028,4,2028-04-01,NORDESTE,4074.381799999999,4074.0,1,0.0
2028,5,2028-05-01,NORDESTE,2599.2425999999996,2599.0,1,0.0
2028,6,2028-06-01,NORDESTE,-415.4890000000014,-415.0,1,0.0
2028,7,2028-07-01,NORDESTE,-2695.1201,-2695.0,1,0.0
2028,8,2028-08-01,NORDESTE,-4033.2959999999985,-4034.0,1,0.0
2028,9,2028-09-01,NORDESTE,-4804.653599999998,-4805.0,1,0.0
2028,10,2028-10-01,NORDESTE,-2548.3473999999987,-2549.0,1,0.0
2028,11,2028-11-01,NORDESTE,-77.36579999999958,-78.0,1,0.0
2028,12,2028-12-01,NORDESTE,370.69700000000194,371.0,1,0.0
9999,1,9999-01-01,NORDESTE,1636.9310000000005,1637.0,1,0.0
9999,2,9999-02-01,NORDESTE,1940.0696999999982,1940.0,1,0.0
9999,3,9999-03-01,NORDESTE,3273.1068000000014,3273.0,1,0.0
9999,4,9999-04-01,NORDESTE,4074.381799999999,4074.0,1,0.0
9999,5,9999-05-01,NORDESTE,2599.2425999999996,2599.0,1,0.0
9999,6,9999-06-01,NORDESTE,-415.4890000000014,-415.0,1,0.0
9999,7,9999-07-01,NORDESTE,-2695.1201,-2695.0,1,0.0
9999,8,9999-08-01,NORDESTE,-4033.2959999999985,-4034.0,1,0.0
9999,9,9999-09-01,NORDESTE,-4804.653599999998,-4805.0,1,0.0
9999,10,9999-10-01,NORDESTE,-2548.3473999999987,-2549.0,1,0.0
9999,11,9999-11-01,NORDESTE,-77.36579999999958,-78.0,1,0.0
9999,12,9999-12-01,NORDESTE,370.69700000000194,371.0,1,0.0
2024,8,2024-08-01,NORDESTE,-7034.1376,-7035.0,2,0.0
2024,9,2024-09-01,NORDESTE,-6804.929100000001,-6805.0,2,0.0
2024,10,2024-10-01,NORDESTE,-5521.626999999999,-5521.0,2,0.0
2024,11,2024-11-01,NORDESTE,-2387.695600000001,-2388.0,2,0.0
2024,12,2024-12-01,NORDESTE,-2095.6013999999996,-2095.0,2,0.0
2025,1,2025-01-01,NORDESTE,-352.28859999999804,-353.0,2,0.0
2025,2,2025-02-01,NORDESTE,-216.96279999999933,-217.0,2,0.0
2025,3,2025-03-01,NORDESTE,228.58529999999882,228.0,2,0.0
2025,4,2025-04-01,NORDESTE,7.287500000000364,7.0,2,0.0
2025,5,2025-05-01,NORDESTE,-2239.7620000000006,-2240.0,2,0.0
2025,6,2025-06-01,NORDESTE,-6240.7325,-6241.0,2,0.0
2025,7,2025-07-01,NORDESTE,-8716.918099999999,-8717.0,2,0.0
2025,8,2025-08-01,NORDESTE,-8918.003200000001,-8918.0,2,0.0
2025,9,2025-09-01,NORDESTE,-8919.055199999999,-8920.0,2,0.0
2025,10,2025-10-01,NORDESTE,-7135.724800000002,-7135.0,2,0.0
2025,11,2025-11-01,NORDESTE,-3584.556200000001,-3585.0,2,0.0
2025,12,2025-12-01,NORDESTE,-3296.5456000000013,-3297.0,2,0.0
2026,1,2026-01-01,NORDESTE,-1990.234199999999,-1990.0,2,0.0
2026,2,2026-02-01,NORDESTE,-1707.511599999998,-1708.0,2,0.0
2026,3,2026-03-01,NORDESTE,-1429.943800000001,-1430.0,2,0.0
2026,4,2026-04-01,NORDESTE,-1315.7728000000006,-1315.0,2,0.0
2026,5,2026-05-01,NORDESTE,-3171.6528,-3171.0,2,0.0
2026,6,2026-06-01,NORDESTE,-7344.4717,-7345.0,2,0.0
2026,7,2026-07-01,NORDESTE,-9713.176599999999,-9713.0,2,0.0
2026,8,2026-08-01,NORDESTE,-9655.549,-9656.0,2,0.0
2026,9,2026-09-01,NORDESTE,-9305.7183,-9306.0,2,0.0
2026,10,2026-10-01,NORDESTE,-7291.057399999998,-7291.0,2,0.0
2026,11,2026-11-01,NORDESTE,-3781.5999999999985,-3782.0,2,0.0
2026,12,2026-12-01,NORDESTE,-3448.1656000000003,-3448.0,2,0.0
2027,1,2027-01-01,NORDESTE,-1756.0975000000017,-1756.0,2,0.0
2027,2,2027-02-01,NORDESTE,-1561.2664000000004,-1561.0,2,0.0
2027,3,2027-03-01,NORDESTE,-1323.8615999999984,-1324.0,2,0.0
2027,4,2027-04-01,NORDESTE,-1206.7093000000004,-1207.0,2,0.0
2027,5,2027-05-01,NORDESTE,-2964.0830000000005,-2964.0,2,0.0
2027,6,2027-06-01,NORDESTE,-7246.6808,-7247.0,2,0.0
2027,7,2027-07-01,NORDESTE,-9516.961200000002,-9517.0,2,0.0
2027,8,2027-08-01,NORDESTE,-9560.274899999999,-9561.0,2,0.0
2027,9,2027-09-01,NORDESTE,-9107.280100000002,-9107.0,2,0.0
2027,10,2027-10-01,NORDESTE,-6975.738800000001,-6975.0,2,0.0
2027,11,2027-11-01,NORDESTE,-3487.079999999998,-3488.0,2,0.0
2027,12,2027-12-01,NORDESTE,-3172.5879999999997,-3173.0,2,0.0
2028,1,2028-01-01,NORDESTE,-1400.893,-1401.0,2,0.0
2028,2,2028-02-01,NORDESTE,-1165.5542999999998,-1166.0,2,0.0
2028,3,2028-03-01,NORDESTE,-988.7523999999994,-989.0,2,0.0
2028,4,2028-04-01,NORDESTE,-561.2350999999999,-561.0,2,0.0
2028,5,2028-05-01,NORDESTE,-2710.8651999999984,-2711.0,2,0.0
2028,6,2028-06-01,NORDESTE,-6816.483,-6816.0,2,0.0
2028,7,2028-07-01,NORDESTE,-9057.4638,-9057.0,2,0.0
2028,8,2028-08-01,NORDESTE,-9262.348499999998,-9262.0,2,0.0
2028,9,2028-09-01,NORDESTE,-8638.446399999999,-8639.0,2,0.0
2028,10,2028-10-01,NORDESTE,-6614.223399999999,-6614.0,2,0.0
2028,11,2028-11-01,NORDESTE,-2984.586299999999,-2984.0,2,0.0
2028,12,2028-12-01,NORDESTE,-2529.0370000000003,-2529.0,2,0.0
9999,1,9999-01-01,NORDESTE,-1400.893,-1401.0,2,0.0
9999,2,9999-02-01,NORDESTE,-1165.5542999999998,-1166.0,2,0.0
9999,3,9999-03-01,NORDESTE,-988.7523999999994,-989.0,2,0.0
9999,4,9999-04-01,NORDESTE,-561.2350999999999,-561.0,2,0.0
9999,5,9999-05-01,NORDESTE,-2710.8651999999984,-2711.0,2,0.0
9999,6,9999-06-01,NORDESTE,-6816.483,-6816.0,2,0.0
9999,7,9999-07-01,NORDESTE,-9057.4638,-9057.0,2,0.0
9999,8,9999-08-01,NORDESTE,-9262.348499999998,-9262.0,2,0.0
9999,9,9999-09-01,NORDESTE,-8638.446399999999,-8639.0,2,0.0
9999,10,9999-10-01,NORDESTE,-6614.223399999999,-6614.0,2,0.0
9999,11,9999-11-01,NORDESTE,-2984.586299999999,-2984.0,2,0.0
9999,12,9999-12-01,NORDESTE,-2529.0370000000003,-2529.0,2,0.0
2024,8,2024-08-01,NORDESTE,-6932.6368,-6933.0,3,0.0
2024,9,2024-09-01,NORDESTE,-6934.490100000001,-6935.0,3,0.0
2024,10,2024-10-01,NORDESTE,-6355.741,-6356.0,3,0.0
2024,11,2024-11-01,NORDESTE,-2453.3642,-2454.0,3,0.0
2024,12,2024-12-01,NORDESTE,-2463.673999999999,-2464.0,3,0.0
2025,1,2025-01-01,NORDESTE,-757.110200000001,-757.0,3,0.0
2025,2,2025-02-01,NORDESTE,-471.40399999999863,-471.0,3,0.0
2025,3,2025-03-01,NORDESTE,57.88590000000113,58.0,3,0.0
2025,4,2025-04-01,NORDESTE,-15.600000000000364,-15.0,3,0.0
2025,5,2025-05-01,NORDESTE,-2893.6499999999996,-2893.0,3,0.0
2025,6,2025-06-01,NORDESTE,-5709.504999999999,-5709.0,3,0.0
2025,7,2025-07-01,NORDESTE,-7510.000400000001,-7510.0,3,0.0
2025,8,2025-08-01,NORDESTE,-8335.32,-8336.0,3,0.0
2025,9,2025-09-01,NORDESTE,-8360.6302,-8361.0,3,0.0
2025,10,2025-10-01,NORDESTE,-7451.1232,-7451.0,3,0.0
2025,11,2025-11-01,NORDESTE,-3254.7569999999996,-3255.0,3,0.0
2025,12,2025-12-01,NORDESTE,-3201.4449999999997,-3202.0,3,0.0
2026,1,2026-01-01,NORDESTE,-1814.2258000000002,-1814.0,3,0.0
2026,2,2026-02-01,NORDESTE,-1370.1347999999998,-1371.0,3,0.0
2026,3,2026-03-01,NORDESTE,-799.0577999999987,-799.0,3,0.0
2026,4,2026-04-01,NORDESTE,-783.9323999999997,-784.0,3,0.0
2026,5,2026-05-01,NORDESTE,-3499.0560000000005,-3499.0,3,0.0
2026,6,2026-06-01,NORDESTE,-6273.7449000000015,-6273.0,3,0.0
2026,7,2026-07-01,NORDESTE,-8020.544599999999,-8021.0,3,0.0
2026,8,2026-08-01,NORDESTE,-8638.55,-8639.0,3,0.0
2026,9,2026-09-01,NORDESTE,-8463.2701,-8464.0,3,0.0
2026,10,2026-10-01,NORDESTE,-7406.8132000000005,-7407.0,3,0.0
2026,11,2026-11-01,NORDESTE,-3213.522500000001,-3213.0,3,0.0
2026,12,2026-12-01,NORDESTE,-3072.9439999999995,-3073.0,3,0.0
2027,1,2027-01-01,NORDESTE,-1562.5722000000005,-1562.0,3,0.0
2027,2,2027-02-01,NORDESTE,-1090.9483999999993,-1091.0,3,0.0
2027,3,2027-03-01,NORDESTE,-472.0767999999989,-472.0,3,0.0
2027,4,2027-04-01,NORDESTE,-479.3930999999993,-479.0,3,0.0
2027,5,2027-05-01,NORDESTE,-3214.142899999999,-3215.0,3,0.0
2027,6,2027-06-01,NORDESTE,-5978.648300000001,-5979.0,3,0.0
2027,7,2027-07-01,NORDESTE,-7721.020200000001,-7721.0,3,0.0
2027,8,2027-08-01,NORDESTE,-8354.2882,-8354.0,3,0.0
2027,9,2027-09-01,NORDESTE,-8147.0589,-8147.0,3,0.0
2027,10,2027-10-01,NORDESTE,-7092.875400000001,-7093.0,3,0.0
2027,11,2027-11-01,NORDESTE,-2853.936600000001,-2854.0,3,0.0
2027,12,2027-12-01,NORDESTE,-2684.0815000000002,-2684.0,3,0.0
2028,1,2028-01-01,NORDESTE,-1140.5195000000003,-1140.0,3,0.0
2028,2,2028-02-01,NORDESTE,-653.1603000000014,-653.0,3,0.0
2028,3,2028-03-01,NORDESTE,-46.81660000000011,-47.0,3,0.0
2028,4,2028-04-01,NORDESTE,-78.14680000000044,-79.0,3,0.0
2028,5,2028-05-01,NORDESTE,-2773.8672000000006,-2774.0,3,0.0
2028,6,2028-06-01,NORDESTE,-5566.016,-5566.0,3,0.0
2028,7,2028-07-01,NORDESTE,-7348.282799999999,-7348.0,3,0.0
2028,8,2028-08-01,NORDESTE,-7920.3675,-7920.0,3,0.0
2028,9,2028-09-01,NORDESTE,-7723.24,-7723.0,3,0.0
2028,10,2028-10-01,NORDESTE,-6672.2636,-6672.0,3,0.0
2028,11,2028-11-01,NORDESTE,-2404.5571,-2405.0,3,0.0
2028,12,2028-12-01,NORDESTE,-2269.437,-2269.0,3,0.0
9999,1,9999-01-01,NORDESTE,-1140.5195000000003,-1140.0,3,0.0
9999,2,9999-02-01,NORDESTE,-653.1603000000014,-653.0,3,0.0
9999,3,9999-03-01,NORDESTE,-46.81660000000011,-47.0,3,0.0
9999,4,9999-04-01,NORDESTE,-78.14680000000044,-79.0,3,0.0
9999,5,9999-05-01,NORDESTE,-2773.8672000000006,-2774.0,3,0.0
9999,6,9999-06-01,NORDESTE,-5566.016,-5566.0,3,0.0
9999,7,9999-07-01,NORDESTE,-7348.282799999999,-7348.0,3,0.0
9999,8,9999-08-01,NORDESTE,-7920.3675,-7920.0,3,0.0
9999,9,9999-09-01,NORDESTE,-7723.24,-7723.0,3,0.0
9999,10,9999-10-01,NORDESTE,-6672.2636,-6672.0,3,0.0
9999,11,9999-11-01,NORDESTE,-2404.5571,-2405.0,3,0.0
9999,12,9999-12-01,NORDESTE,-2269.437,-2269.0,3,0.0
