submercado_de,submercado_para,sentido,data,par,calculado,esperado,erro
1,2,0,2027-07-01,"(1, 2)",13000.0,13000.0,0.0
1,2,0,2027-08-01,"(1, 2)",13000.0,13000.0,0.0
1,2,0,2027-09-01,"(1, 2)",13001.0,13001.0,0.0
1,2,0,2027-10-01,"(1, 2)",14000.0,14000.0,0.0
1,2,0,2027-11-01,"(1, 2)",13999.0,13999.0,0.0
1,2,0,2027-12-01,"(1, 2)",14000.0,14000.0,0.0
1,2,0,2028-01-01,"(1, 2)",13999.0,13999.0,0.0
1,2,0,2028-02-01,"(1, 2)",13999.0,13999.0,0.0
1,2,0,2028-03-01,"(1, 2)",14000.0,14000.0,0.0
1,2,0,2028-04-01,"(1, 2)",14000.0,14000.0,0.0
1,2,0,2028-05-01,"(1, 2)",14000.0,14000.0,0.0
1,2,0,2028-06-01,"(1, 2)",13999.0,13999.0,0.0
1,2,0,2028-07-01,"(1, 2)",14000.0,14000.0,0.0
1,2,0,2028-08-01,"(1, 2)",14001.0,14001.0,0.0
1,2,0,2028-09-01,"(1, 2)",14000.0,14000.0,0.0
1,2,0,2028-10-01,"(1, 2)",13999.0,13999.0,0.0
1,2,0,2028-11-01,"(1, 2)",14000.0,14000.0,0.0
1,2,0,2028-12-01,"(1, 2)",14000.0,14000.0,0.0
1,3,0,2024-08-01,"(1, 3)",6000.0,6000.0,0.0
1,3,0,2024-09-01,"(1, 3)",6000.0,6000.0,0.0
1,3,0,2024-10-01,"(1, 3)",6000.0,6000.0,0.0
1,3,0,2024-11-01,"(1, 3)",6000.0,6000.0,0.0
1,3,0,2024-12-01,"(1, 3)",6000.0,6000.0,0.0
1,3,0,2025-01-01,"(1, 3)",6000.0,6000.0,0.0
1,3,0,2025-02-01,"(1, 3)",6000.0,6000.0,0.0
1,3,0,2025-03-01,"(1, 3)",6000.0,6000.0,0.0
1,3,0,2025-04-01,"(1, 3)",6000.0,6000.0,0.0
1,3,0,2025-05-01,"(1, 3)",6000.0,6000.0,0.0
1,3,0,2025-06-01,"(1, 3)",6000.0,6000.0,0.0
1,3,0,2025-07-01,"(1, 3)",6000.0,6000.0,0.0
1,3,0,2025-08-01,"(1, 3)",6000.0,6000.0,0.0
1,3,0,2025-09-01,"(1, 3)",6000.0,6000.0,0.0
1,3,0,2025-10-01,"(1, 3)",6000.0,6000.0,0.0
1,3,0,2025-11-01,"(1, 3)",6000.0,6000.0,0.0
1,3,0,2025-12-01,"(1, 3)",6000.0,6000.0,0.0
1,3,0,2026-01-01,"(1, 3)",6000.0,6000.0,0.0
1,3,0,2026-02-01,"(1, 3)",6000.0,6000.0,0.0
1,3,0,2026-03-01,"(1, 3)",6000.0,6000.0,0.0
1,3,0,2026-04-01,"(1, 3)",6000.0,6000.0,0.0
1,3,0,2026-05-01,"(1, 3)",6000.0,6000.0,0.0
1,3,0,2026-06-01,"(1, 3)",6000.0,6000.0,0.0
1,3,0,2026-07-01,"(1, 3)",6000.0,6000.0,0.0
1,3,0,2026-08-01,"(1, 3)",6000.0,6000.0,0.0
1,3,0,2026-09-01,"(1, 3)",6000.0,6000.0,0.0
1,3,0,2026-10-01,"(1, 3)",6000.0,6000.0,0.0
1,3,0,2026-11-01,"(1, 3)",6000.0,6000.0,0.0
1,3,0,2026-12-01,"(1, 3)",6000.0,6000.0,0.0
1,3,0,2027-01-01,"(1, 3)",6000.0,6000.0,0.0
1,3,0,2027-02-01,"(1, 3)",6000.0,6000.0,0.0
1,3,0,2027-03-01,"(1, 3)",6000.0,6000.0,0.0
1,3,0,2027-04-01,"(1, 3)",6000.0,6000.0,0.0
1,3,0,2027-05-01,"(1, 3)",6000.0,6000.0,0.0
1,3,0,2027-06-01,"(1, 3)",6000.0,6000.0,0.0
1,3,0,2027-07-01,"(1, 3)",6000.0,6000.0,0.0
1,3,0,2027-08-01,"(1, 3)",6000.0,6000.0,0.0
1,3,0,2027-09-01,"(1, 3)",6000.0,6000.0,0.0
1,3,0,2027-10-01,"(1, 3)",6000.0,6000.0,0.0
1,3,0,2027-11-01,"(1, 3)",6000.0,6000.0,0.0
1,3,0,2027-12-01,"(1, 3)",6000.0,6000.0,0.0
1,3,0,2028-01-01,"(1, 3)",6000.0,6000.0,0.0
1,3,0,2028-02-01,"(1, 3)",6000.0,6000.0,0.0
1,3,0,2028-03-01,"(1, 3)",6000.0,6000.0,0.0
1,3,0,2028-04-01,"(1, 3)",6000.0,6000.0,0.0
1,3,0,2028-05-01,"(1, 3)",6000.0,6000.0,0.0
1,3,0,2028-06-01,"(1, 3)",6000.0,6000.0,0.0
1,3,0,2028-07-01,"(1, 3)",6000.0,6000.0,0.0
1,3,0,2028-08-01,"(1, 3)",6000.0,6000.0,0.0
1,3,0,2028-09-01,"(1, 3)",6000.0,6000.0,0.0
1,3,0,2028-10-01,"(1, 3)",6000.0,6000.0,0.0
1,3,0,2028-11-01,"(1, 3)",6000.0,6000.0,0.0
1,3,0,2028-12-01,"(1, 3)",6000.0,6000.0,0.0
1,4,0,2024-08-01,"(1, 4)",4201.0,4201.0,0.0
1,4,0,2024-09-01,"(1, 4)",4201.0,4201.0,0.0
1,4,0,2024-10-01,"(1, 4)",4200.0,4200.0,0.0
1,4,0,2024-11-01,"(1, 4)",4200.0,4200.0,0.0
1,4,0,2024-12-01,"(1, 4)",4200.0,4200.0,0.0
1,4,0,2025-01-01,"(1, 4)",4200.0,4200.0,0.0
1,4,0,2025-02-01,"(1, 4)",4200.0,4200.0,0.0
1,4,0,2025-03-01,"(1, 4)",4200.0,4200.0,0.0
1,4,0,2025-04-01,"(1, 4)",4200.0,4200.0,0.0
1,4,0,2025-05-01,"(1, 4)",4200.0,4200.0,0.0
1,4,0,2025-06-01,"(1, 4)",4200.0,4200.0,0.0
1,4,0,2025-07-01,"(1, 4)",4200.0,4200.0,0.0
1,4,0,2025-08-01,"(1, 4)",4200.0,4200.0,0.0
1,4,0,2025-09-01,"(1, 4)",4200.0,4200.0,0.0
1,4,0,2025-10-01,"(1, 4)",4200.0,4200.0,0.0
1,4,0,2025-11-01,"(1, 4)",4200.0,4200.0,0.0
1,4,0,2025-12-01,"(1, 4)",4200.0,4200.0,0.0
1,4,0,2026-01-01,"(1, 4)",4200.0,4200.0,0.0
1,4,0,2026-02-01,"(1, 4)",4200.0,4200.0,0.0
1,4,0,2026-03-01,"(1, 4)",4200.0,4200.0,0.0
1,4,0,2026-04-01,"(1, 4)",4200.0,4200.0,0.0
1,4,0,2026-05-01,"(1, 4)",4200.0,4200.0,0.0
1,4,0,2026-06-01,"(1, 4)",4200.0,4200.0,0.0
1,4,0,2026-07-01,"(1, 4)",4200.0,4200.0,0.0
1,4,0,2026-08-01,"(1, 4)",4200.0,4200.0,0.0
1,4,0,2026-09-01,"(1, 4)",4200.0,4200.0,0.0
1,4,0,2026-10-01,"(1, 4)",4200.0,4200.0,0.0
1,4,0,2026-11-01,"(1, 4)",4200.0,4200.0,0.0
1,4,0,2026-12-01,"(1, 4)",4200.0,4200.0,0.0
1,4,0,2027-01-01,"(1, 4)",4200.0,4200.0,0.0
1,4,0,2027-02-01,"(1, 4)",4200.0,4200.0,0.0
1,4,0,2027-03-01,"(1, 4)",4200.0,4200.0,0.0
1,4,0,2027-04-01,"(1, 4)",4200.0,4200.0,0.0
1,4,0,2027-05-01,"(1, 4)",4200.0,4200.0,0.0
1,4,0,2027-06-01,"(1, 4)",4200.0,4200.0,0.0
1,4,0,2027-07-01,"(1, 4)",4200.0,4200.0,0.0
1,4,0,2027-08-01,"(1, 4)",4200.0,4200.0,0.0
1,4,0,2027-09-01,"(1, 4)",4200.0,4200.0,0.0
1,4,0,2027-10-01,"(1, 4)",4200.0,4200.0,0.0
1,4,0,2027-11-01,"(1, 4)",4200.0,4200.0,0.0
1,4,0,2027-12-01,"(1, 4)",4200.0,4200.0,0.0
1,4,0,2028-01-01,"(1, 4)",4200.0,4200.0,0.0
1,4,0,2028-02-01,"(1, 4)",4200.0,4200.0,0.0
1,4,0,2028-03-01,"(1, 4)",4200.0,4200.0,0.0
1,4,0,2028-04-01,"(1, 4)",4200.0,4200.0,0.0
1,4,0,2028-05-01,"(1, 4)",4200.0,4200.0,0.0
1,4,0,2028-06-01,"(1, 4)",4200.0,4200.0,0.0
1,4,0,2028-07-01,"(1, 4)",4200.0,4200.0,0.0
1,4,0,2028-08-01,"(1, 4)",4200.0,4200.0,0.0
1,4,0,2028-09-01,"(1, 4)",4200.0,4200.0,0.0
1,4,0,2028-10-01,"(1, 4)",4200.0,4200.0,0.0
1,4,0,2028-11-01,"(1, 4)",4200.0,4200.0,0.0
1,4,0,2028-12-01,"(1, 4)",4200.0,4200.0,0.0
1,11,0,2024-08-01,"(1, 11)",5000.0,5000.0,0.0
1,11,0,2024-09-01,"(1, 11)",5000.0,5000.0,0.0
1,11,0,2024-10-01,"(1, 11)",5000.0,5000.0,0.0
1,11,0,2024-11-01,"(1, 11)",5000.0,5000.0,0.0
1,11,0,2024-12-01,"(1, 11)",5000.0,5000.0,0.0
1,11,0,2025-01-01,"(1, 11)",5000.0,5000.0,0.0
1,11,0,2025-02-01,"(1, 11)",5000.0,5000.0,0.0
1,11,0,2025-03-01,"(1, 11)",5000.0,5000.0,0.0
1,11,0,2025-04-01,"(1, 11)",5000.0,5000.0,0.0
1,11,0,2025-05-01,"(1, 11)",5000.0,5000.0,0.0
1,11,0,2025-06-01,"(1, 11)",5000.0,5000.0,0.0
1,11,0,2025-07-01,"(1, 11)",5000.0,5000.0,0.0
1,11,0,2025-08-01,"(1, 11)",5000.0,5000.0,0.0
1,11,0,2025-09-01,"(1, 11)",5000.0,5000.0,0.0
1,11,0,2025-10-01,"(1, 11)",5000.0,5000.0,0.0
1,11,0,2025-11-01,"(1, 11)",5000.0,5000.0,0.0
1,11,0,2025-12-01,"(1, 11)",5000.0,5000.0,0.0
1,11,0,2026-01-01,"(1, 11)",5000.0,5000.0,0.0
1,11,0,2026-02-01,"(1, 11)",5000.0,5000.0,0.0
1,11,0,2026-03-01,"(1, 11)",5000.0,5000.0,0.0
1,11,0,2026-04-01,"(1, 11)",5000.0,5000.0,0.0
1,11,0,2026-05-01,"(1, 11)",5000.0,5000.0,0.0
1,11,0,2026-06-01,"(1, 11)",5000.0,5000.0,0.0
1,11,0,2026-07-01,"(1, 11)",5000.0,5000.0,0.0
1,11,0,2026-08-01,"(1, 11)",5000.0,5000.0,0.0
1,11,0,2026-09-01,"(1, 11)",5000.0,5000.0,0.0
1,11,0,2026-10-01,"(1, 11)",5000.0,5000.0,0.0
1,11,0,2026-11-01,"(1, 11)",5000.0,5000.0,0.0
1,11,0,2026-12-01,"(1, 11)",5000.0,5000.0,0.0
1,11,0,2027-01-01,"(1, 11)",5000.0,5000.0,0.0
1,11,0,2027-02-01,"(1, 11)",5000.0,5000.0,0.0
1,11,0,2027-03-01,"(1, 11)",5000.0,5000.0,0.0
1,11,0,2027-04-01,"(1, 11)",5000.0,5000.0,0.0
1,11,0,2027-05-01,"(1, 11)",5000.0,5000.0,0.0
1,11,0,2027-06-01,"(1, 11)",5000.0,5000.0,0.0
1,11,0,2027-07-01,"(1, 11)",5000.0,5000.0,0.0
1,11,0,2027-08-01,"(1, 11)",5000.0,5000.0,0.0
1,11,0,2027-09-01,"(1, 11)",5000.0,5000.0,0.0
1,11,0,2027-10-01,"(1, 11)",5000.0,5000.0,0.0
1,11,0,2027-11-01,"(1, 11)",5000.0,5000.0,0.0
1,11,0,2027-12-01,"(1, 11)",5000.0,5000.0,0.0
1,11,0,2028-01-01,"(1, 11)",5000.0,5000.0,0.0
1,11,0,2028-02-01,"(1, 11)",5000.0,5000.0,0.0
1,11,0,2028-03-01,"(1, 11)",5000.0,5000.0,0.0
1,11,0,2028-04-01,"(1, 11)",5000.0,5000.0,0.0
1,11,0,2028-05-01,"(1, 11)",5000.0,5000.0,0.0
1,11,0,2028-06-01,"(1, 11)",5000.0,5000.0,0.0
1,11,0,2028-07-01,"(1, 11)",5000.0,5000.0,0.0
1,11,0,2028-08-01,"(1, 11)",5000.0,5000.0,0.0
1,11,0,2028-09-01,"(1, 11)",5000.0,5000.0,0.0
1,11,0,2028-10-01,"(1, 11)",5000.0,5000.0,0.0
1,11,0,2028-11-01,"(1, 11)",5000.0,5000.0,0.0
1,11,0,2028-12-01,"(1, 11)",5000.0,5000.0,0.0
1,2,1,2024-08-01,"(2, 1)",7000.0,7000.0,0.0
1,2,1,2024-09-01,"(2, 1)",7000.0,7000.0,0.0
1,2,1,2024-10-01,"(2, 1)",7000.0,7000.0,0.0
1,2,1,2024-11-01,"(2, 1)",7000.0,7000.0,0.0
1,2,1,2024-12-01,"(2, 1)",7000.0,7000.0,0.0
1,2,1,2025-01-01,"(2, 1)",7000.0,7000.0,0.0
1,2,1,2025-02-01,"(2, 1)",7000.0,7000.0,0.0
1,2,1,2025-03-01,"(2, 1)",7000.0,7000.0,0.0
1,2,1,2025-04-01,"(2, 1)",7000.0,7000.0,0.0
1,2,1,2025-05-01,"(2, 1)",6999.0,6999.0,0.0
1,2,1,2025-06-01,"(2, 1)",7000.0,7000.0,0.0
1,2,1,2025-07-01,"(2, 1)",7000.0,7000.0,0.0
1,2,1,2025-08-01,"(2, 1)",5589.0,5589.0,0.0
1,2,1,2025-09-01,"(2, 1)",5590.0,5590.0,0.0
1,2,1,2025-10-01,"(2, 1)",5591.0,5591.0,0.0
1,2,1,2025-11-01,"(2, 1)",5590.0,5590.0,0.0
1,2,1,2025-12-01,"(2, 1)",5590.0,5590.0,0.0
1,2,1,2026-01-01,"(2, 1)",5591.0,5591.0,0.0
1,2,1,2026-02-01,"(2, 1)",5590.0,5590.0,0.0
1,2,1,2026-03-01,"(2, 1)",5590.0,5590.0,0.0
1,2,1,2026-04-01,"(2, 1)",5790.0,5790.0,0.0
1,2,1,2026-05-01,"(2, 1)",5790.0,5790.0,0.0
1,2,1,2026-06-01,"(2, 1)",5790.0,5790.0,0.0
1,2,1,2026-07-01,"(2, 1)",5790.0,5790.0,0.0
1,2,1,2026-08-01,"(2, 1)",5790.0,5790.0,0.0
1,2,1,2026-09-01,"(2, 1)",5790.0,5790.0,0.0
1,2,1,2026-10-01,"(2, 1)",5790.0,5790.0,0.0
1,2,1,2026-11-01,"(2, 1)",5789.0,5789.0,0.0
1,2,1,2026-12-01,"(2, 1)",5790.0,5790.0,0.0
1,2,1,2027-01-01,"(2, 1)",5790.0,5790.0,0.0
1,2,1,2027-02-01,"(2, 1)",5790.0,5790.0,0.0
1,2,1,2027-03-01,"(2, 1)",5790.0,5790.0,0.0
1,2,1,2027-04-01,"(2, 1)",5790.0,5790.0,0.0
1,2,1,2027-05-01,"(2, 1)",5790.0,5790.0,0.0
1,2,1,2027-06-01,"(2, 1)",5790.0,5790.0,0.0
1,2,1,2027-07-01,"(2, 1)",5790.0,5790.0,0.0
1,2,1,2027-08-01,"(2, 1)",5790.0,5790.0,0.0
1,2,1,2027-09-01,"(2, 1)",5790.0,5790.0,0.0
1,2,1,2027-10-01,"(2, 1)",5790.0,5790.0,0.0
1,2,1,2027-11-01,"(2, 1)",5790.0,5790.0,0.0
1,2,1,2027-12-01,"(2, 1)",5791.0,5791.0,0.0
1,2,1,2028-01-01,"(2, 1)",5791.0,5791.0,0.0
1,2,1,2028-02-01,"(2, 1)",5790.0,5790.0,0.0
1,2,1,2028-03-01,"(2, 1)",5791.0,5791.0,0.0
1,2,1,2028-04-01,"(2, 1)",5790.0,5790.0,0.0
1,2,1,2028-05-01,"(2, 1)",5790.0,5790.0,0.0
1,2,1,2028-06-01,"(2, 1)",5790.0,5790.0,0.0
1,2,1,2028-07-01,"(2, 1)",5790.0,5790.0,0.0
1,2,1,2028-08-01,"(2, 1)",5790.0,5790.0,0.0
1,2,1,2028-09-01,"(2, 1)",5790.0,5790.0,0.0
1,2,1,2028-10-01,"(2, 1)",5790.0,5790.0,0.0
1,2,1,2028-11-01,"(2, 1)",5789.0,5789.0,0.0
1,2,1,2028-12-01,"(2, 1)",5790.0,5790.0,0.0
1,3,1,2024-08-01,"(3, 1)",8300.0,8300.0,0.0
1,3,1,2024-09-01,"(3, 1)",8500.0,8500.0,0.0
1,3,1,2024-10-01,"(3, 1)",8500.0,8500.0,0.0
1,3,1,2024-11-01,"(3, 1)",8501.0,8501.0,0.0
1,3,1,2024-12-01,"(3, 1)",9100.0,9100.0,0.0
1,3,1,2025-01-01,"(3, 1)",9100.0,9100.0,0.0
1,3,1,2025-02-01,"(3, 1)",9099.0,9099.0,0.0
1,3,1,2025-03-01,"(3, 1)",9100.0,9100.0,0.0
1,3,1,2025-04-01,"(3, 1)",9100.0,9100.0,0.0
1,3,1,2025-05-01,"(3, 1)",9100.0,9100.0,0.0
1,3,1,2025-06-01,"(3, 1)",9100.0,9100.0,0.0
1,3,1,2025-07-01,"(3, 1)",9101.0,9101.0,0.0
1,3,1,2025-08-01,"(3, 1)",9100.0,9100.0,0.0
1,3,1,2025-09-01,"(3, 1)",9100.0,9100.0,0.0
1,3,1,2025-10-01,"(3, 1)",9100.0,9100.0,0.0
1,3,1,2025-11-01,"(3, 1)",9100.0,9100.0,0.0
1,3,1,2025-12-01,"(3, 1)",9100.0,9100.0,0.0
1,3,1,2026-01-01,"(3, 1)",9100.0,9100.0,0.0
1,3,1,2026-02-01,"(3, 1)",9100.0,9100.0,0.0
1,3,1,2026-03-01,"(3, 1)",9100.0,9100.0,0.0
1,3,1,2026-04-01,"(3, 1)",9100.0,9100.0,0.0
1,3,1,2026-05-01,"(3, 1)",9100.0,9100.0,0.0
1,3,1,2026-06-01,"(3, 1)",9100.0,9100.0,0.0
1,3,1,2026-07-01,"(3, 1)",9101.0,9101.0,0.0
1,3,1,2026-08-01,"(3, 1)",9100.0,9100.0,0.0
1,3,1,2026-09-01,"(3, 1)",9100.0,9100.0,0.0
1,3,1,2026-10-01,"(3, 1)",9100.0,9100.0,0.0
1,3,1,2026-11-01,"(3, 1)",9100.0,9100.0,0.0
1,3,1,2026-12-01,"(3, 1)",9100.0,9100.0,0.0
1,3,1,2027-01-01,"(3, 1)",9100.0,9100.0,0.0
1,3,1,2027-02-01,"(3, 1)",9100.0,9100.0,0.0
1,3,1,2027-03-01,"(3, 1)",9100.0,9100.0,0.0
1,3,1,2027-04-01,"(3, 1)",9100.0,9100.0,0.0
1,3,1,2027-05-01,"(3, 1)",9100.0,9100.0,0.0
1,3,1,2027-06-01,"(3, 1)",9100.0,9100.0,0.0
1,3,1,2027-07-01,"(3, 1)",9100.0,9100.0,0.0
1,3,1,2027-08-01,"(3, 1)",9100.0,9100.0,0.0
1,3,1,2027-09-01,"(3, 1)",9100.0,9100.0,0.0
1,3,1,2027-10-01,"(3, 1)",9700.0,9700.0,0.0
1,3,1,2027-11-01,"(3, 1)",9700.0,9700.0,0.0
1,3,1,2027-12-01,"(3, 1)",9700.0,9700.0,0.0
1,3,1,2028-01-01,"(3, 1)",9699.0,9699.0,0.0
1,3,1,2028-02-01,"(3, 1)",9700.0,9700.0,0.0
1,3,1,2028-03-01,"(3, 1)",9700.0,9700.0,0.0
1,3,1,2028-04-01,"(3, 1)",9700.0,9700.0,0.0
1,3,1,2028-05-01,"(3, 1)",9700.0,9700.0,0.0
1,3,1,2028-06-01,"(3, 1)",9700.0,9700.0,0.0
1,3,1,2028-07-01,"(3, 1)",9700.0,9700.0,0.0
1,3,1,2028-08-01,"(3, 1)",9700.0,9700.0,0.0
1,3,1,2028-09-01,"(3, 1)",10000.0,10000.0,0.0
1,3,1,2028-10-01,"(3, 1)",10001.0,10001.0,0.0
1,3,1,2028-11-01,"(3, 1)",10001.0,10001.0,0.0
1,3,1,2028-12-01,"(3, 1)",9999.0,9999.0,0.0
3,11,0,2024-08-01,"(3, 11)",4800.0,4800.0,0.0
3,11,0,2024-09-01,"(3, 11)",4800.0,4800.0,0.0
3,11,0,2024-10-01,"(3, 11)",6200.0,6200.0,0.0
3,11,0,2024-11-01,"(3, 11)",6200.0,6200.0,0.0
3,11,0,2024-12-01,"(3, 11)",6200.0,6200.0,0.0
3,11,0,2025-01-01,"(3, 11)",6200.0,6200.0,0.0
3,11,0,2025-02-01,"(3, 11)",6200.0,6200.0,0.0
3,11,0,2025-03-01,"(3, 11)",6200.0,6200.0,0.0
3,11,0,2025-04-01,"(3, 11)",6200.0,6200.0,0.0
3,11,0,2025-05-01,"(3, 11)",6200.0,6200.0,0.0
3,11,0,2025-06-01,"(3, 11)",6200.0,6200.0,0.0
3,11,0,2025-07-01,"(3, 11)",6200.0,6200.0,0.0
3,11,0,2025-08-01,"(3, 11)",6200.0,6200.0,0.0
3,11,0,2025-09-01,"(3, 11)",6200.0,6200.0,0.0
3,11,0,2025-10-01,"(3, 11)",6200.0,6200.0,0.0
3,11,0,2025-11-01,"(3, 11)",6200.0,6200.0,0.0
3,11,0,2025-12-01,"(3, 11)",6200.0,6200.0,0.0
3,11,0,2026-01-01,"(3, 11)",6200.0,6200.0,0.0
3,11,0,2026-02-01,"(3, 11)",6200.0,6200.0,0.0
3,11,0,2026-03-01,"(3, 11)",6200.0,6200.0,0.0
3,11,0,2026-04-01,"(3, 11)",6200.0,6200.0,0.0
3,11,0,2026-05-01,"(3, 11)",6200.0,6200.0,0.0
3,11,0,2026-06-01,"(3, 11)",6200.0,6200.0,0.0
3,11,0,2026-07-01,"(3, 11)",6200.0,6200.0,0.0
3,11,0,2026-08-01,"(3, 11)",6200.0,6200.0,0.0
3,11,0,2026-09-01,"(3, 11)",6200.0,6200.0,0.0
3,11,0,2026-10-01,"(3, 11)",6200.0,6200.0,0.0
3,11,0,2026-11-01,"(3, 11)",6200.0,6200.0,0.0
3,11,0,2026-12-01,"(3, 11)",6200.0,6200.0,0.0
3,11,0,2027-01-01,"(3, 11)",6200.0,6200.0,0.0
3,11,0,2027-02-01,"(3, 11)",6200.0,6200.0,0.0
3,11,0,2027-03-01,"(3, 11)",6200.0,6200.0,0.0
3,11,0,2027-04-01,"(3, 11)",6200.0,6200.0,0.0
3,11,0,2027-05-01,"(3, 11)",6200.0,6200.0,0.0
3,11,0,2027-06-01,"(3, 11)",6200.0,6200.0,0.0
3,11,0,2027-07-01,"(3, 11)",6200.0,6200.0,0.0
3,11,0,2027-08-01,"(3, 11)",6200.0,6200.0,0.0
3,11,0,2027-09-01,"(3, 11)",6200.0,6200.0,0.0
3,11,0,2027-10-01,"(3, 11)",6200.0,6200.0,0.0
3,11,0,2027-11-01,"(3, 11)",6200.0,6200.0,0.0
3,11,0,2027-12-01,"(3, 11)",6200.0,6200.0,0.0
3,11,0,2028-01-01,"(3, 11)",6200.0,6200.0,0.0
3,11,0,2028-02-01,"(3, 11)",6200.0,6200.0,0.0
3,11,0,2028-03-01,"(3, 11)",6200.0,6200.0,0.0
3,11,0,2028-04-01,"(3, 11)",6200.0,6200.0,0.0
3,11,0,2028-05-01,"(3, 11)",6200.0,6200.0,0.0
3,11,0,2028-06-01,"(3, 11)",6200.0,6200.0,0.0
3,11,0,2028-07-01,"(3, 11)",6200.0,6200.0,0.0
3,11,0,2028-08-01,"(3, 11)",6200.0,6200.0,0.0
3,11,0,2028-09-01,"(3, 11)",6500.0,6500.0,0.0
3,11,0,2028-10-01,"(3, 11)",6500.0,6500.0,0.0
3,11,0,2028-11-01,"(3, 11)",6500.0,6500.0,0.0
3,11,0,2028-12-01,"(3, 11)",6500.0,6500.0,0.0
1,4,1,2024-08-01,"(4, 1)",2999.0,2999.0,0.0
1,4,1,2024-09-01,"(4, 1)",3000.0,3000.0,0.0
1,4,1,2024-10-01,"(4, 1)",5000.0,5000.0,0.0
1,4,1,2024-11-01,"(4, 1)",6000.0,6000.0,0.0
1,4,1,2024-12-01,"(4, 1)",7000.0,7000.0,0.0
1,4,1,2025-01-01,"(4, 1)",8000.0,8000.0,0.0
1,4,1,2025-02-01,"(4, 1)",8000.0,8000.0,0.0
1,4,1,2025-03-01,"(4, 1)",8000.0,8000.0,0.0
1,4,1,2025-04-01,"(4, 1)",8000.0,8000.0,0.0
1,4,1,2025-05-01,"(4, 1)",8000.0,8000.0,0.0
1,4,1,2025-06-01,"(4, 1)",8000.0,8000.0,0.0
1,4,1,2025-07-01,"(4, 1)",6000.0,6000.0,0.0
1,4,1,2025-08-01,"(4, 1)",5000.0,5000.0,0.0
1,4,1,2025-09-01,"(4, 1)",5000.0,5000.0,0.0
1,4,1,2025-10-01,"(4, 1)",5000.0,5000.0,0.0
1,4,1,2025-11-01,"(4, 1)",6000.0,6000.0,0.0
1,4,1,2025-12-01,"(4, 1)",7000.0,7000.0,0.0
1,4,1,2026-01-01,"(4, 1)",8000.0,8000.0,0.0
1,4,1,2026-02-01,"(4, 1)",8000.0,8000.0,0.0
1,4,1,2026-03-01,"(4, 1)",8000.0,8000.0,0.0
1,4,1,2026-04-01,"(4, 1)",8000.0,8000.0,0.0
1,4,1,2026-05-01,"(4, 1)",8000.0,8000.0,0.0
1,4,1,2026-06-01,"(4, 1)",8000.0,8000.0,0.0
1,4,1,2026-07-01,"(4, 1)",6000.0,6000.0,0.0
1,4,1,2026-08-01,"(4, 1)",5000.0,5000.0,0.0
1,4,1,2026-09-01,"(4, 1)",5000.0,5000.0,0.0
1,4,1,2026-10-01,"(4, 1)",5000.0,5000.0,0.0
