data,valor,ree,pmo,erro
1978-08-01,647.1,TPIRES,647.1,0.0
1978-09-01,570.2,TPIRES,570.2,0.0
1978-10-01,725.2,TPIRES,725.2,0.0
1978-11-01,892.0,TPIRES,892.0,0.0
1978-12-01,1375.8,TPIRES,1375.8,0.0
1979-01-01,2392.0,TPIRES,2392.1,0.0
1979-02-01,2250.1,TPIRES,2250.1,0.0
1979-03-01,1546.2,TPIRES,1546.2,0.0
1979-04-01,1341.5,TPIRES,1341.5,0.0
1979-05-01,887.2,TPIRES,887.3,0.0
1979-06-01,526.4,TPIRES,526.4,0.0
1979-07-01,515.8,TPIRES,515.8,0.0
1979-08-01,479.1,TPIRES,479.1,0.0
1979-09-01,590.3,TPIRES,590.3,0.0
1979-10-01,590.3,TPIRES,590.3,0.0
1979-11-01,817.5,TPIRES,817.5,0.0
1979-12-01,922.7,TPIRES,922.8,0.0
1980-01-01,1653.8,TPIRES,1653.8,0.0
1980-02-01,2768.2,TPIRES,2768.2,0.0
1980-03-01,2834.5,TPIRES,2834.5,0.0
1980-04-01,1613.6,TPIRES,1613.6,0.0
1980-05-01,1086.0,TPIRES,1086.0,0.0
1980-06-01,886.1,TPIRES,886.1,0.0
1980-07-01,711.0,TPIRES,711.0,0.0
1980-08-01,604.5,TPIRES,604.5,0.0
1980-09-01,603.3,TPIRES,603.3,0.0
1980-10-01,602.1,TPIRES,602.1,0.0
1980-11-01,670.8,TPIRES,670.8,0.0
1980-12-01,1246.9,TPIRES,1246.9,0.0
1981-01-01,1838.4,TPIRES,1838.4,0.0
1981-02-01,1825.4,TPIRES,1825.4,0.0
1981-03-01,1714.2,TPIRES,1714.2,0.0
1981-04-01,1831.3,TPIRES,1831.3,0.0
1981-05-01,1271.7,TPIRES,1271.7,0.0
1981-06-01,850.6,TPIRES,850.6,0.0
1981-07-01,685.0,TPIRES,685.0,0.0
1981-08-01,577.3,TPIRES,577.3,0.0
1981-09-01,495.7,TPIRES,495.7,0.0
1981-10-01,602.1,TPIRES,602.1,0.0
1981-11-01,1287.1,TPIRES,1287.1,0.0
1981-12-01,1369.9,TPIRES,1369.9,0.0
1982-01-01,2253.6,TPIRES,2253.6,0.0
1982-02-01,2354.2,TPIRES,2354.2,0.0
1982-03-01,1810.0,TPIRES,1810.0,0.0
1982-04-01,1907.0,TPIRES,1907.0,0.0
1982-05-01,1212.6,TPIRES,1212.6,0.0
1982-06-01,910.9,TPIRES,910.9,0.0
1982-07-01,732.3,TPIRES,732.3,0.0
1982-08-01,618.7,TPIRES,618.7,0.0
1982-09-01,608.1,TPIRES,608.1,0.0
1982-10-01,693.2,TPIRES,693.2,0.0
1982-11-01,815.1,TPIRES,815.1,0.0
1982-12-01,1239.8,TPIRES,1239.8,0.0
1983-01-01,1664.5,TPIRES,1664.5,0.0
1983-02-01,2164.9,TPIRES,2164.9,0.0
1983-03-01,1575.8,TPIRES,1575.8,0.0
1983-04-01,1359.3,TPIRES,1359.3,0.0
1983-05-01,880.2,TPIRES,880.2,0.0
1983-06-01,721.6,TPIRES,721.6,0.0
1983-07-01,566.7,TPIRES,566.7,0.0
1983-08-01,487.4,TPIRES,487.4,0.0
1983-09-01,455.5,TPIRES,455.5,0.0
1983-10-01,619.9,TPIRES,619.9,0.0
1983-11-01,805.6,TPIRES,805.6,0.0
1983-12-01,1203.1,TPIRES,1203.1,0.0
1984-01-01,1280.0,TPIRES,1280.0,0.0
1984-02-01,1228.0,TPIRES,1228.0,0.0
1984-03-01,1412.5,TPIRES,1412.5,0.0
1984-04-01,1294.2,TPIRES,1294.2,0.0
1984-05-01,951.1,TPIRES,951.1,0.0
1984-06-01,658.9,TPIRES,658.9,0.0
1984-07-01,540.6,TPIRES,540.6,0.0
1984-08-01,481.5,TPIRES,481.5,0.0
1984-09-01,493.3,TPIRES,493.3,0.0
1984-10-01,551.3,TPIRES,551.3,0.0
1984-11-01,731.1,TPIRES,731.1,0.0
1984-12-01,1319.0,TPIRES,1319.1,0.0
1985-01-01,1967.3,TPIRES,1967.3,0.0
1985-02-01,1946.0,TPIRES,1946.0,0.0
1985-03-01,1724.8,TPIRES,1724.8,0.0
1985-04-01,1582.9,TPIRES,1582.9,0.0
1985-05-01,1094.3,TPIRES,1094.3,0.0
1985-06-01,747.7,TPIRES,747.7,0.0
1985-07-01,608.1,TPIRES,608.1,0.0
1985-08-01,506.3,TPIRES,506.3,0.0
1985-09-01,480.3,TPIRES,480.3,0.0
1985-10-01,621.1,TPIRES,621.1,0.0
1985-11-01,741.7,TPIRES,741.8,0.0
1985-12-01,787.9,TPIRES,787.9,0.0
1986-01-01,1620.7,TPIRES,1620.7,0.0
1986-02-01,1994.5,TPIRES,1994.6,0.0
1986-03-01,1737.8,TPIRES,1737.8,0.0
1986-04-01,1220.9,TPIRES,1220.9,0.0
1986-05-01,895.5,TPIRES,895.5,0.0
1986-06-01,694.4,TPIRES,694.4,0.0
1986-07-01,559.6,TPIRES,559.6,0.0
1986-08-01,532.4,TPIRES,532.4,0.0
1986-09-01,522.9,TPIRES,522.9,0.0
1986-10-01,631.7,TPIRES,631.7,0.0
1986-11-01,637.6,TPIRES,637.6,0.0
1986-12-01,909.7,TPIRES,909.7,0.0
1987-01-01,1755.6,TPIRES,1755.6,0.0
1987-02-01,1656.2,TPIRES,1656.2,0.0
1987-03-01,1598.2,TPIRES,1598.2,0.0
1987-04-01,1291.8,TPIRES,1291.8,0.0
1987-05-01,870.7,TPIRES,870.7,0.0
1987-06-01,629.4,TPIRES,629.4,0.0
1987-07-01,507.5,TPIRES,507.5,0.0
1987-08-01,450.7,TPIRES,450.7,0.0
1987-09-01,422.3,TPIRES,422.3,0.0
1987-10-01,436.5,TPIRES,436.5,0.0
1987-11-01,796.2,TPIRES,796.2,0.0
1987-12-01,1665.7,TPIRES,1665.7,0.0
1988-01-01,1804.1,TPIRES,1804.1,0.0
1988-02-01,1720.1,TPIRES,1720.1,0.0
1988-03-01,2009.9,TPIRES,2009.9,0.0
1988-04-01,1616.0,TPIRES,1616.0,0.0
1988-05-01,1049.3,TPIRES,1049.3,0.0
1988-06-01,734.6,TPIRES,734.6,0.0
1988-07-01,578.5,TPIRES,578.5,0.0
1988-08-01,485.0,TPIRES,485.0,0.0
1988-09-01,435.3,TPIRES,435.4,0.0
1988-10-01,473.2,TPIRES,473.2,0.0
1988-11-01,805.6,TPIRES,805.6,0.0
1988-12-01,1342.7,TPIRES,1342.7,0.0
1989-01-01,1731.9,TPIRES,1731.9,0.0
1989-02-01,2190.9,TPIRES,2190.9,0.0
1989-03-01,2173.2,TPIRES,2173.2,0.0
1989-04-01,1747.3,TPIRES,1747.3,0.0
1989-05-01,1114.4,TPIRES,1114.4,0.0
1989-06-01,759.5,TPIRES,759.5,0.0
1989-07-01,637.6,TPIRES,637.6,0.0
1989-08-01,556.0,TPIRES,556.0,0.0
1989-09-01,518.2,TPIRES,518.2,0.0
1989-10-01,493.3,TPIRES,493.3,0.0
1989-11-01,638.8,TPIRES,638.8,0.0
1989-12-01,1474.0,TPIRES,1474.0,0.0
1990-01-01,2141.2,TPIRES,2141.2,0.0
1990-02-01,1871.5,TPIRES,1871.5,0.0
1990-03-01,1802.9,TPIRES,1802.9,0.0
1990-04-01,1427.9,TPIRES,1427.9,0.0
1990-05-01,997.3,TPIRES,997.3,0.0
1990-06-01,712.2,TPIRES,712.2,0.0
1990-07-01,611.6,TPIRES,611.6,0.0
1990-08-01,621.1,TPIRES,621.1,0.0
1990-09-01,630.5,TPIRES,630.5,0.0
1990-10-01,786.7,TPIRES,786.7,0.0
1990-11-01,879.0,TPIRES,879.0,0.0
1990-12-01,1062.3,TPIRES,1062.3,0.0
1991-01-01,1541.4,TPIRES,1541.5,0.0
1991-02-01,1952.0,TPIRES,1952.0,0.0
1991-03-01,2078.5,TPIRES,2078.6,0.0
1991-04-01,1588.8,TPIRES,1588.8,0.0
1991-05-01,892.0,TPIRES,892.0,0.0
1991-06-01,714.5,TPIRES,714.5,0.0
1991-07-01,648.3,TPIRES,648.3,0.0
1991-08-01,614.0,TPIRES,614.0,0.0
1991-09-01,612.8,TPIRES,612.8,0.0
1991-10-01,655.4,TPIRES,655.4,0.0
1991-11-01,858.9,TPIRES,858.9,0.0
1991-12-01,1041.0,TPIRES,1041.0,0.0
1992-01-01,1276.5,TPIRES,1276.5,0.0
1992-02-01,1943.7,TPIRES,1943.7,0.0
1992-03-01,1771.0,TPIRES,1771.0,0.0
1992-04-01,1608.9,TPIRES,1608.9,0.0
1992-05-01,992.5,TPIRES,992.5,0.0
1992-06-01,809.2,TPIRES,809.2,0.0
1992-07-01,648.3,TPIRES,648.3,0.0
1992-08-01,564.3,TPIRES,564.3,0.0
1992-09-01,637.6,TPIRES,637.6,0.0
1992-10-01,685.0,TPIRES,685.0,0.0
1992-11-01,959.4,TPIRES,959.4,0.0
1992-12-01,1747.3,TPIRES,1747.3,0.0
1993-01-01,1458.6,TPIRES,1458.7,0.0
1993-02-01,1925.9,TPIRES,1925.9,0.0
1993-03-01,1317.9,TPIRES,1317.9,0.0
1993-04-01,1078.9,TPIRES,1078.9,0.0
1993-05-01,839.9,TPIRES,839.9,0.0
1993-06-01,675.5,TPIRES,675.5,0.0
1993-07-01,541.8,TPIRES,541.8,0.0
1993-08-01,486.2,TPIRES,486.2,0.0
1993-09-01,462.6,TPIRES,462.6,0.0
1993-10-01,508.7,TPIRES,508.7,0.0
1993-11-01,612.8,TPIRES,612.8,0.0
1993-12-01,1017.4,TPIRES,1017.4,0.0
1994-01-01,1865.6,TPIRES,1865.6,0.0
1994-02-01,1562.7,TPIRES,1562.8,0.0
1994-03-01,2292.7,TPIRES,2292.7,0.0
1994-04-01,1558.0,TPIRES,1558.0,0.0
1994-05-01,1077.7,TPIRES,1077.7,0.0
1994-06-01,880.2,TPIRES,880.2,0.0
1994-07-01,677.9,TPIRES,677.9,0.0
1994-08-01,538.3,TPIRES,538.3,0.0
1994-09-01,479.1,TPIRES,479.1,0.0
1994-10-01,553.6,TPIRES,553.6,0.0
1994-11-01,669.6,TPIRES,669.6,0.0
1994-12-01,906.2,TPIRES,906.2,0.0
1995-01-01,2754.0,TPIRES,2754.1,0.0
1995-02-01,2522.2,TPIRES,2522.2,0.0
1995-03-01,2432.2,TPIRES,2432.3,0.0
1995-04-01,2110.5,TPIRES,2110.5,0.0
1995-05-01,1649.1,TPIRES,1649.1,0.0
1995-06-01,1049.3,TPIRES,1049.3,0.0
1995-07-01,754.8,TPIRES,754.8,0.0
1995-08-01,630.5,TPIRES,630.5,0.0
1995-09-01,574.9,TPIRES,574.9,0.0
1995-10-01,596.2,TPIRES,596.2,0.0
1995-11-01,767.8,TPIRES,767.8,0.0
1995-12-01,1199.6,TPIRES,1199.6,0.0
1996-01-01,1683.4,TPIRES,1683.4,0.0
1996-02-01,1495.3,TPIRES,1495.3,0.0
1996-03-01,1750.8,TPIRES,1750.9,0.0
1996-04-01,1465.7,TPIRES,1465.8,0.0
1996-05-01,989.0,TPIRES,989.0,0.0
1996-06-01,739.4,TPIRES,739.4,0.0
1996-07-01,567.8,TPIRES,567.9,0.0
1996-08-01,520.5,TPIRES,520.5,0.0
1996-09-01,488.6,TPIRES,488.6,0.0
1996-10-01,519.3,TPIRES,519.3,0.0
1996-11-01,947.6,TPIRES,947.6,0.0
1996-12-01,867.1,TPIRES,867.1,0.0
1997-01-01,1637.3,TPIRES,1637.3,0.0
1997-02-01,2311.6,TPIRES,2311.6,0.0
1997-03-01,2239.4,TPIRES,2239.4,0.0
1997-04-01,1520.2,TPIRES,1520.2,0.0
1997-05-01,1054.1,TPIRES,1054.1,0.0
1997-06-01,818.6,TPIRES,818.6,0.0
1997-07-01,621.1,TPIRES,621.1,0.0
1997-08-01,520.5,TPIRES,520.5,0.0
1997-09-01,474.4,TPIRES,474.4,0.0
1997-10-01,501.6,TPIRES,501.6,0.0
1997-11-01,629.4,TPIRES,629.4,0.0
1997-12-01,1119.1,TPIRES,1119.1,0.0
1998-01-01,1121.5,TPIRES,1121.5,0.0
1998-02-01,1459.8,TPIRES,1459.8,0.0
1998-03-01,1594.7,TPIRES,1594.7,0.0
1998-04-01,989.0,TPIRES,989.0,0.0
1998-05-01,690.9,TPIRES,690.9,0.0
1998-06-01,534.7,TPIRES,534.7,0.0
1998-07-01,453.1,TPIRES,453.1,0.0
1998-08-01,415.2,TPIRES,415.2,0.0
1998-09-01,399.9,TPIRES,399.9,0.0
1998-10-01,470.8,TPIRES,470.8,0.0
1998-11-01,826.9,TPIRES,826.9,0.0
1998-12-01,1418.4,TPIRES,1418.4,0.0
1999-01-01,2022.9,TPIRES,2023.0,0.0
1999-02-01,1409.0,TPIRES,1409.0,0.0
1999-03-01,1873.9,TPIRES,1873.9,0.0
1999-04-01,1065.9,TPIRES,1065.9,0.0
1999-05-01,773.7,TPIRES,773.7,0.0
1999-06-01,584.4,TPIRES,584.4,0.0
1999-07-01,496.9,TPIRES,496.9,0.0
1999-08-01,428.2,TPIRES,428.2,0.0
1999-09-01,428.2,TPIRES,428.2,0.0
1999-10-01,428.2,TPIRES,428.2,0.0
1999-11-01,644.7,TPIRES,644.7,0.0
1999-12-01,1050.5,TPIRES,1050.5,0.0
2000-01-01,1465.7,TPIRES,1465.8,0.0
2000-02-01,1760.3,TPIRES,1760.3,0.0
2000-03-01,2189.7,TPIRES,2189.8,0.0
2000-04-01,1470.5,TPIRES,1470.5,0.0
2000-05-01,882.5,TPIRES,882.5,0.0
2000-06-01,641.2,TPIRES,641.2,0.0
2000-07-01,553.6,TPIRES,553.6,0.0
2000-08-01,479.1,TPIRES,479.1,0.0
2000-09-01,481.5,TPIRES,481.5,0.0
2000-10-01,474.4,TPIRES,474.4,0.0
2000-11-01,843.5,TPIRES,843.5,0.0
2000-12-01,1057.6,TPIRES,1057.6,0.0
2001-01-01,1065.9,TPIRES,1065.9,0.0
2001-02-01,1069.4,TPIRES,1069.4,0.0
2001-03-01,1449.2,TPIRES,1449.2,0.0
2001-04-01,1216.1,TPIRES,1216.1,0.0
2001-05-01,829.3,TPIRES,829.3,0.0
2001-06-01,660.1,TPIRES,660.1,0.0
2001-07-01,534.7,TPIRES,534.7,0.0
2001-08-01,464.9,TPIRES,464.9,0.0
2001-09-01,470.8,TPIRES,470.8,0.0
2001-10-01,609.2,TPIRES,609.2,0.0
2001-11-01,759.5,TPIRES,759.5,0.0
2001-12-01,1574.6,TPIRES,1574.6,0.0
2002-01-01,1888.1,TPIRES,1888.1,0.0
2002-02-01,1760.3,TPIRES,1760.3,0.0
2002-03-01,1915.3,TPIRES,1915.3,0.0
2002-04-01,1390.0,TPIRES,1390.0,0.0
2002-05-01,907.4,TPIRES,907.4,0.0
2002-06-01,696.8,TPIRES,696.8,0.0
2002-07-01,585.6,TPIRES,585.6,0.0
2002-08-01,507.5,TPIRES,507.5,0.0
2002-09-01,502.8,TPIRES,502.8,0.0
2002-10-01,511.1,TPIRES,511.1,0.0
2002-11-01,693.2,TPIRES,693.2,0.0
2002-12-01,894.3,TPIRES,894.4,0.0
2003-01-01,1731.9,TPIRES,1731.9,0.0
2003-02-01,1914.1,TPIRES,1914.1,0.0
2003-03-01,1983.9,TPIRES,1983.9,0.0
2003-04-01,2247.7,TPIRES,2247.7,0.0
2003-05-01,1142.8,TPIRES,1142.8,0.0
2003-06-01,854.1,TPIRES,854.1,0.0
2003-07-01,685.0,TPIRES,685.0,0.0
2003-08-01,571.4,TPIRES,571.4,0.0
2003-09-01,538.3,TPIRES,538.3,0.0
2003-10-01,658.9,TPIRES,658.9,0.0
2003-11-01,836.4,TPIRES,836.4,0.0
2003-12-01,1149.9,TPIRES,1149.9,0.0
2004-01-01,1646.7,TPIRES,1646.8,0.0
2004-02-01,3546.6,TPIRES,3546.7,0.0
2004-03-01,1934.2,TPIRES,1934.2,0.0
2004-04-01,1645.6,TPIRES,1645.6,0.0
2004-05-01,1199.6,TPIRES,1199.6,0.0
2004-06-01,892.0,TPIRES,892.0,0.0
2004-07-01,786.7,TPIRES,786.7,0.0
2004-08-01,661.3,TPIRES,661.3,0.0
2004-09-01,592.7,TPIRES,592.7,0.0
2004-10-01,686.1,TPIRES,686.1,0.0
2004-11-01,912.1,TPIRES,912.1,0.0
2004-12-01,996.1,TPIRES,996.1,0.0
2005-01-01,1554.5,TPIRES,1554.5,0.0
2005-02-01,1683.4,TPIRES,1683.4,0.0
2005-03-01,1695.2,TPIRES,1695.3,0.0
2005-04-01,1372.3,TPIRES,1372.3,0.0
2005-05-01,901.4,TPIRES,901.5,0.0
2005-06-01,702.7,TPIRES,702.7,0.0
2005-07-01,610.4,TPIRES,610.4,0.0
2005-08-01,522.9,TPIRES,522.9,0.0
2005-09-01,508.7,TPIRES,508.7,0.0
2005-10-01,610.4,TPIRES,610.4,0.0
2005-11-01,776.0,TPIRES,776.1,0.0
2005-12-01,1586.4,TPIRES,1586.4,0.0
2006-01-01,2655.8,TPIRES,2655.9,0.0
2006-02-01,1865.6,TPIRES,1865.6,0.0
2006-03-01,2117.6,TPIRES,2117.6,0.0
2006-04-01,2290.3,TPIRES,2290.3,0.0
2006-05-01,1168.8,TPIRES,1168.8,0.0
2006-06-01,892.0,TPIRES,892.0,0.0
2006-07-01,732.3,TPIRES,732.3,0.0
2006-08-01,602.1,TPIRES,602.1,0.0
2006-09-01,585.6,TPIRES,585.6,0.0
2006-10-01,843.5,TPIRES,843.5,0.0
2006-11-01,1035.1,TPIRES,1035.1,0.0
2006-12-01,1696.4,TPIRES,1696.4,0.0
2007-01-01,1753.2,TPIRES,1753.2,0.0
2007-02-01,2633.4,TPIRES,2633.4,0.0
2007-03-01,2220.5,TPIRES,2220.5,0.0
2007-04-01,1274.1,TPIRES,1274.1,0.0
2007-05-01,1029.2,TPIRES,1029.2,0.0
2007-06-01,805.6,TPIRES,805.6,0.0
2007-07-01,692.1,TPIRES,692.1,0.0
2007-08-01,595.0,TPIRES,595.1,0.0
2007-09-01,544.2,TPIRES,544.2,0.0
2007-10-01,598.6,TPIRES,598.6,0.0
2007-11-01,787.9,TPIRES,787.9,0.0
2007-12-01,1287.1,TPIRES,1287.1,0.0
2008-01-01,1451.5,TPIRES,1451.6,0.0
2008-02-01,2776.5,TPIRES,2776.5,0.0
2008-03-01,2492.6,TPIRES,2492.6,0.0
2008-04-01,1948.4,TPIRES,1948.4,0.0
2008-05-01,1198.4,TPIRES,1198.4,0.0
2008-06-01,892.0,TPIRES,892.0,0.0
2008-07-01,725.2,TPIRES,725.2,0.0
2008-08-01,598.6,TPIRES,598.6,0.0
2008-09-01,540.6,TPIRES,540.6,0.0
2008-10-01,605.7,TPIRES,605.7,0.0
2008-11-01,893.2,TPIRES,893.2,0.0
2008-12-01,1230.3,TPIRES,1230.3,0.0
2009-01-01,1258.7,TPIRES,1258.7,0.0
2009-02-01,1506.0,TPIRES,1506.0,0.0
2009-03-01,1474.0,TPIRES,1474.0,0.0
2009-04-01,1675.1,TPIRES,1675.2,0.0
2009-05-01,1018.6,TPIRES,1018.6,0.0
2009-06-01,799.7,TPIRES,799.7,0.0
2009-07-01,651.8,TPIRES,651.8,0.0
2009-08-01,559.6,TPIRES,559.6,0.0
2009-09-01,606.9,TPIRES,606.9,0.0
2009-10-01,675.5,TPIRES,675.5,0.0
2009-11-01,903.8,TPIRES,903.8,0.0
2009-12-01,1578.1,TPIRES,1578.1,0.0
2010-01-01,1980.3,TPIRES,1980.4,0.0
2010-02-01,2043.0,TPIRES,2043.1,0.0
2010-03-01,2103.4,TPIRES,2103.4,0.0
2010-04-01,1901.1,TPIRES,1901.1,0.0
2010-05-01,1025.7,TPIRES,1025.7,0.0
2010-06-01,796.2,TPIRES,796.2,0.0
2010-07-01,682.6,TPIRES,682.6,0.0
2010-08-01,589.1,TPIRES,589.1,0.0
2010-09-01,527.6,TPIRES,527.6,0.0
2010-10-01,551.3,TPIRES,551.3,0.0
2010-11-01,825.7,TPIRES,825.7,0.0
2010-12-01,861.2,TPIRES,861.2,0.0
2011-01-01,1598.2,TPIRES,1598.2,0.0
2011-02-01,1931.8,TPIRES,1931.9,0.0
2011-03-01,2285.6,TPIRES,2285.6,0.0
2011-04-01,1930.7,TPIRES,1930.7,0.0
2011-05-01,1033.9,TPIRES,1034.0,0.0
2011-06-01,817.5,TPIRES,817.5,0.0
2011-07-01,677.9,TPIRES,677.9,0.0
2011-08-01,571.4,TPIRES,571.4,0.0
2011-09-01,531.2,TPIRES,531.2,0.0
2011-10-01,692.1,TPIRES,692.1,0.0
2011-11-01,939.3,TPIRES,939.3,0.0
2011-12-01,1371.1,TPIRES,1371.1,0.0
2012-01-01,1912.9,TPIRES,1912.9,0.0
2012-02-01,2025.3,TPIRES,2025.3,0.0
2012-03-01,1897.5,TPIRES,1897.5,0.0
2012-04-01,1459.8,TPIRES,1459.8,0.0
2012-05-01,1048.1,TPIRES,1048.2,0.0
2012-06-01,895.5,TPIRES,895.5,0.0
2012-07-01,711.0,TPIRES,711.0,0.0
2012-08-01,591.5,TPIRES,591.5,0.0
2012-09-01,550.1,TPIRES,550.1,0.0
2012-10-01,631.7,TPIRES,631.7,0.0
2012-11-01,816.3,TPIRES,816.3,0.0
2012-12-01,951.1,TPIRES,951.1,0.0
2013-01-01,1017.4,TPIRES,1017.4,0.0
2013-02-01,1769.8,TPIRES,1769.8,0.0
2013-03-01,1740.2,TPIRES,1740.2,0.0
2013-04-01,1750.8,TPIRES,1750.9,0.0
2013-05-01,1002.0,TPIRES,1002.0,0.0
2013-06-01,906.2,TPIRES,906.2,0.0
2013-07-01,650.6,TPIRES,650.7,0.0
2013-08-01,543.0,TPIRES,543.0,0.0
2013-09-01,519.3,TPIRES,519.3,0.0
2013-10-01,604.5,TPIRES,604.5,0.0
2013-11-01,855.3,TPIRES,855.3,0.0
2013-12-01,1533.2,TPIRES,1533.2,0.0
2014-01-01,1666.8,TPIRES,1666.9,0.0
2014-02-01,2157.8,TPIRES,2157.8,0.0
2014-03-01,2945.7,TPIRES,2945.7,0.0
2014-04-01,1821.8,TPIRES,1821.8,0.0
2014-05-01,1159.3,TPIRES,1159.3,0.0
2014-06-01,907.4,TPIRES,907.4,0.0
2014-07-01,709.8,TPIRES,709.8,0.0
2014-08-01,599.8,TPIRES,599.8,0.0
2014-09-01,580.9,TPIRES,580.9,0.0
2014-10-01,561.9,TPIRES,561.9,0.0
2014-11-01,726.4,TPIRES,726.4,0.0
2014-12-01,1459.8,TPIRES,1459.8,0.0
2015-01-01,1323.8,TPIRES,1323.8,0.0
2015-02-01,1840.7,TPIRES,1840.8,0.0
2015-03-01,2252.4,TPIRES,2252.5,0.0
2015-04-01,2121.1,TPIRES,2121.1,0.0
2015-05-01,1689.3,TPIRES,1689.3,0.0
2015-06-01,830.5,TPIRES,830.5,0.0
2015-07-01,546.5,TPIRES,546.5,0.0
2015-08-01,362.0,TPIRES,362.0,0.0
2015-09-01,312.3,TPIRES,312.3,0.0
2015-10-01,358.4,TPIRES,358.4,0.0
2015-11-01,390.4,TPIRES,390.4,0.0
2015-12-01,424.7,TPIRES,424.7,0.0
2016-01-01,981.9,TPIRES,981.9,0.0
2016-02-01,1291.8,TPIRES,1291.8,0.0
2016-03-01,1598.2,TPIRES,1598.2,0.0
2016-04-01,1446.8,TPIRES,1446.8,0.0
2016-05-01,656.6,TPIRES,656.6,0.0
2016-06-01,412.9,TPIRES,412.9,0.0
2016-07-01,288.7,TPIRES,288.6,0.0
2016-08-01,211.8,TPIRES,211.8,0.0
2016-09-01,244.9,TPIRES,244.9,0.0
2016-10-01,321.8,TPIRES,321.8,0.0
2016-11-01,615.2,TPIRES,615.2,0.0
2016-12-01,1136.9,TPIRES,1136.9,0.0
2017-01-01,1280.0,TPIRES,1280.0,0.0
2017-02-01,1871.5,TPIRES,1871.5,0.0
2017-03-01,1982.7,TPIRES,1982.7,0.0
2017-04-01,1411.3,TPIRES,1411.3,0.0
2017-05-01,1016.2,TPIRES,1016.2,0.0
2017-06-01,755.9,TPIRES,755.9,0.0
2017-07-01,561.9,TPIRES,561.9,0.0
2017-08-01,450.7,TPIRES,450.7,0.0
2017-09-01,378.6,TPIRES,378.6,0.0
2017-10-01,440.1,TPIRES,440.1,0.0
2017-11-01,617.5,TPIRES,617.5,0.0
2017-12-01,1068.2,TPIRES,1068.3,0.0
2018-01-01,1170.0,TPIRES,1170.0,0.0
2018-02-01,1801.7,TPIRES,1801.7,0.0
2018-03-01,1831.3,TPIRES,1831.3,0.0
2018-04-01,1727.2,TPIRES,1727.2,0.0
2018-05-01,961.8,TPIRES,961.8,0.0
2018-06-01,711.0,TPIRES,711.0,0.0
2018-07-01,572.6,TPIRES,572.6,0.0
2018-08-01,466.1,TPIRES,466.1,0.0
2018-09-01,447.2,TPIRES,447.2,0.0
2018-10-01,554.8,TPIRES,554.8,0.0
2018-11-01,831.6,TPIRES,831.7,0.0
2018-12-01,1293.0,TPIRES,1293.0,0.0
2019-01-01,1160.5,TPIRES,1160.5,0.0
2019-02-01,1659.7,TPIRES,1659.8,0.0
2019-03-01,1988.6,TPIRES,1988.6,0.0
2019-04-01,1666.8,TPIRES,1666.9,0.0
2019-05-01,1051.7,TPIRES,1051.7,0.0
2019-06-01,752.4,TPIRES,752.4,0.0
2019-07-01,614.0,TPIRES,614.0,0.0
2019-08-01,559.6,TPIRES,559.6,0.0
2019-09-01,467.3,TPIRES,467.3,0.0
2019-10-01,580.9,TPIRES,580.9,0.0
2019-11-01,702.7,TPIRES,702.7,0.0
2019-12-01,935.8,TPIRES,935.8,0.0
2020-01-01,972.4,TPIRES,972.4,0.0
2020-02-01,1445.6,TPIRES,1445.6,0.0
2020-03-01,1484.7,TPIRES,1484.7,0.0
2020-04-01,1198.4,TPIRES,1198.4,0.0
2020-05-01,799.7,TPIRES,799.7,0.0
2020-06-01,605.7,TPIRES,605.7,0.0
2020-07-01,456.6,TPIRES,456.6,0.0
2020-08-01,423.5,TPIRES,423.5,0.0
2020-09-01,373.8,TPIRES,373.8,0.0
2020-10-01,395.1,TPIRES,395.1,0.0
2020-11-01,530.0,TPIRES,530.0,0.0
2020-12-01,642.4,TPIRES,642.4,0.0
2021-01-01,834.0,TPIRES,834.0,0.0
2021-02-01,1321.4,TPIRES,1321.4,0.0
2021-03-01,1903.4,TPIRES,1903.5,0.0
2021-04-01,1289.5,TPIRES,1289.5,0.0
2021-05-01,839.9,TPIRES,839.9,0.0
2021-06-01,638.8,TPIRES,638.8,0.0
2021-07-01,528.8,TPIRES,528.8,0.0
2021-08-01,441.3,TPIRES,441.3,0.0
2021-09-01,407.0,TPIRES,407.0,0.0
2021-10-01,494.5,TPIRES,494.5,0.0
2021-11-01,1032.8,TPIRES,1032.8,0.0
2021-12-01,1489.4,TPIRES,1489.4,0.0
2022-01-01,1801.7,TPIRES,1801.7,0.0
2022-02-01,1769.8,TPIRES,1769.8,0.0
2022-03-01,2006.4,TPIRES,2006.4,0.0
2022-04-01,1355.7,TPIRES,1355.7,0.0
2022-05-01,822.2,TPIRES,822.2,0.0
2022-06-01,690.9,TPIRES,690.9,0.0
2022-07-01,559.6,TPIRES,559.6,0.0
2022-08-01,459.0,TPIRES,459.0,0.0
2022-09-01,423.5,TPIRES,423.5,0.0
2022-10-01,535.9,TPIRES,535.9,0.0
2022-11-01,605.7,TPIRES,605.7,0.0
2022-12-01,921.6,TPIRES,921.6,0.0
2023-01-01,1358.1,TPIRES,,
2023-02-01,1618.3,TPIRES,,
2023-03-01,1891.6,TPIRES,,
2023-04-01,1504.8,TPIRES,,
2023-05-01,894.3,TPIRES,,
2023-06-01,715.7,TPIRES,,
2023-07-01,561.9,TPIRES,,
2023-08-01,468.5,TPIRES,,
2023-09-01,436.5,TPIRES,,
2023-10-01,430.6,TPIRES,,
